Feature,Bin,Count,Count (%),Non-event,Event,Event rate,WoE,IV,JS,Reason,Description
rp01s__tu,"[0.50, inf)",3382,0.13518266847869534,1602,1780,0.5263157894736842,-0.16229490850287048,0.003561073443665155,0.0004446462948978335,"Garnishment, or attachment, or foreclosure, or repossession, or suit",Number of repossession trades
rp01s__tu,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,"Garnishment, or attachment, or foreclosure, or repossession, or suit",Number of repossession trades
rp01s__tu,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,"Garnishment, or attachment, or foreclosure, or repossession, or suit",Number of repossession trades
rp01s__tu,,25018,1.0,12865,12153,0.4857702454232952,,0.004118012693444246,0.0005142618323487839,"Garnishment, or attachment, or foreclosure, or repossession, or suit",Number of repossession trades
s068b__tu,"(-inf, 0.50)",3442,0.1375809417219602,1877,1565,0.4546775130737943,0.12485454076721089,0.002138126497625627,0.00026709235094290063,Delinquent credit obligations,Number of non-medical third party collections
s068b__tu,"[0.50, inf)",21576,0.8624190582780398,10988,10588,0.4907304412309974,-0.019851908976871786,0.0003399627466576577,4.249464554013059e-05,Delinquent credit obligations,Number of non-medical third party collections
s068b__tu,Special,0,0.0,0,0,0.0,0.0,0.0,0.0,Delinquent credit obligations,Number of non-medical third party collections
s068b__tu,Missing,0,0.0,0,0,0.0,0.0,0.0,0.0,Delinquent credit obligations,Number of non-medical third party collections
s068b__tu,,25018,1.0,12865,12153,0.4857702454232952,,0.0024780892442832847,0.0003095869964830312,Delinquent credit obligations,Number of non-medical third party collections
s209a__tu,"(-inf, 16.50)",19343,0.7731633224078663,9858,9485,0.49035826914129144,-0.01836268794883577,0.00026076244223173907,3.259484733861284e-05,Delinquent credit obligations,Months since most recent non-medical third party collection
s209a__tu,"[16.50, 23.50)",1717,0.06863058597809576,884,833,0.48514851485148514,0.002489027625756271,4.2516894439196997e-07,5.3146104326270234e-08,Delinquent credit obligations,Months since most recent non-medical third party collection
s209a__tu,"[23.50, 32.50)",1501,0.05999680230234231,786,715,0.4763491005996003,0.03773985689015435,8.539725694038876e-05,1.067402366766463e-05,Delinquent credit obligations,Months since most recent non-medical third party collection
