,feature,median__pd,median__parse,median_diff
83,revs905__tu,-1.0,1.0,inf
321,s071b__tu,1.0,-1.0,inf
55,rev225__tu,-1.0,1.0,inf
569,jt41s__tu,1.0,-1.0,inf
703,bankruptcytimenewest__ln,1.0,-1.0,inf
4,rev315__tu,-1.0,1.0,inf
272,rev11__tu,-1.0,1.0,inf
343,s073b__tu,1.0,-1.0,inf
276,rev51__tu,-1.0,1.0,inf
1454,g215b__tu,1.0,-1.0,inf
248,rev122__tu,-1.0,1.0,inf
51,rev205__tu,-1.0,0.95,7799.999999999993
838,addrcurrentavmratio12monthprior__ln,-1.0,0.75,1400.0
854,addrinputavmratio12monthprior__ln,-1.0,0.52,633.3333333333334
70,bkc328__tu,-1.0,2.0,600.0
1754,cv05__tu,4.0,-1.0,333.33333333333337
1391,g095s__tu,1.0,-4.0,333.33333333333337
542,s209a__tu,4.0,-1.0,333.33333333333337
950,linkt007__tu,1.0,-4.0,333.33333333333337
16,rev327__tu,-1.0,6.0,280.0
556,jt21s__tu,8.0,-1.0,257.14285714285717
1838,agg905__tu,-1.0,14.945,228.68411617067048
1843,agg910__tu,-1.0,21.055,219.94515083520318
563,jt20s__tu,24.0,-1.0,217.39130434782606
1839,agg906__tu,-1.0,32.31,212.77547109549664
37,rev328__tu,-1.0,45.0,209.0909090909091
1844,agg911__tu,-1.0,55.25,207.37327188940094
1919,bc103s__tu,-1.0,101.0,204.0
15,rev326__tu,-1.0,0.0,200.0
841,addrcurrentcountyratio__ln,0.0,0.21,200.0
1921,bc106s__tu,0.0,1.0,200.0
1452,g213b__tu,238.7850848563968,0.0,200.0
904,linkf195__tu,0.0,1233.0,200.0
1841,agg908__tu,0.0,269.33,200.0
1390,g093s__tu,1.0,0.0,200.0
951,linkt006__tu,1.0,0.0,200.0
1840,agg907__tu,0.0,158.0,200.0
273,rev12__tu,-1.0,0.0,200.0
900,linkf181__tu,0.0,1.0,200.0
417,re09s__tu,0.0,1.0,200.0
247,rev112__tu,-1.0,0.0,200.0
1012,linkf145__tu,0.0,1.0,200.0
1750,cv22__tu,0.0,68.0,200.0
61,bkc319__tu,0.0,8.0,200.0
1069,agg406__tu,0.0,37.0,200.0
921,linkf172__tu,0.0,1.0,200.0
8,rev320__tu,-1.0,0.0,200.0
701,bankruptcycount__ln,1.0,0.0,200.0
861,addrcurrenttractratio__ln,0.0,0.36,200.0
7,rev318__tu,0.0,23.0,200.0
1073,agg410__tu,0.0,21.0,200.0
1199,linka021__tu,0.0,2.0,200.0
260,rev83__tu,-1.0,0.0,200.0
246,rev102__tu,-1.0,0.0,200.0
1271,linkf068__tu,0.0,3.0,200.0
544,s204a__tu,241.1729357049608,0.0,200.0
1241,linkf038__tu,0.0,2.0,200.0
244,rev84__tu,-1.0,0.0,200.0
1853,au101s__tu,574.9208053654896,0.0,200.0
974,linkf107__tu,0.0,2.0,200.0
243,rev152__tu,-1.0,0.0,200.0
1021,linkf154__tu,0.0,1.0,200.0
1987,at27s__tu,-3.0,0.0,200.0
274,rev13__tu,-1.0,0.0,200.0
250,rev142__tu,-1.0,0.0,200.0
568,jt40s__tu,0.0,-1.0,200.0
902,linkf193__tu,0.0,94.0,200.0
1848,trv04__tu,0.0,1.0,200.0
912,linkf163__tu,0.0,1.0,200.0
1456,g217s__tu,358.17762728459525,0.0,200.0
297,s064b__tu,546.8178443211488,0.0,200.0
1749,cv21__tu,0.0,99.91,200.0
207,bkc81__tu,-1.0,0.0,200.0
1421,g202a__tu,-2.0,0.0,200.0
695,inquirynonshortterm12month__ln,0.0,1.0,200.0
858,addrinputtractratio__ln,0.0,0.25,200.0
206,bkc83__tu,-1.0,0.0,200.0
1981,at36s__tu,0.0,1.0,200.0
972,linkf105__tu,0.0,83.0,200.0
143,rev255__tu,-1.0,0.0,200.0
1399,g201a__tu,-2.0,0.0,200.0
1038,linkf132__tu,0.0,1834.6685,200.0
1121,agg403__tu,0.0,48.0,200.0
894,linkf185__tu,0.0,96.0,200.0
165,bkc84__tu,-1.0,0.0,200.0
415,re36s__tu,0.0,1.0,200.0
182,bkc82__tu,-1.0,0.0,200.0
1067,agg404__tu,0.0,45.0,200.0
1071,agg408__tu,0.0,30.0,200.0
438,s208s__tu,0.0,-4.0,200.0
1819,trv14__tu,-1.0,0.0,200.0
1049,agg501__tu,0.0,3.88,200.0
560,jt01s__tu,1.0,0.0,200.0
1084,agg402__tu,0.0,50.0,200.0
1070,agg407__tu,0.0,31.0,200.0
1068,agg405__tu,0.0,40.0,200.0
704,bankruptcychapter__ln,1.0,0.0,200.0
399,re101s__tu,0.0,263.0,200.0
859,addrinputblockratio__ln,0.0,0.24,200.0
249,rev132__tu,-1.0,0.0,200.0
275,rev14__tu,-1.0,0.0,200.0
1917,bc101s__tu,0.0,111.0,200.0
1816,trv11__tu,-1.0,0.0,200.0
1520,fi101s__tu,439.1671264264746,0.0,200.0
932,linkt010__tu,0.0,-4.0,200.0
1383,g094s__tu,0.0,-4.0,200.0
561,jt02s__tu,0.0,-1.0,200.0
1122,agg401__tu,0.0,16.0,200.0
0,rev319__tu,0.0,167.0,200.0
261,rev82__tu,-1.0,0.0,200.0
344,s114s__tu,0.0,1.0,200.0
277,rev52__tu,-1.0,0.0,200.0
853,addrinputavmvalue12month__ln,0.0,15874.0,200.0
834,addrcurrentblockratio__ln,0.0,0.34,200.0
1640,g234s__tu,0.0,1.0,200.0
197,fltacquisitionfee__app,303.62070689604883,0.0,200.0
743,inttermbump__app,6.0,0.0,200.0
593,fltapprovedapr_contract__app,19.49,0.0,200.0
205,bitfunded__app,1.0,0.0,200.0
635,fltapproveddebttoincome__app,38.84,0.0,200.0
203,bitapproved__app,1.0,0.0,200.0
188,bigdealertypeid__app,1.0,0.0,200.0
1561,in03s__tu,0.0,1.0,200.0
730,fltapprovedloantovalue__app,133.53,0.0,200.0
857,addrinputcountyratio__ln,0.0,0.16,200.0
546,g242f__tu,0.0,2.0,200.0
732,fltdocumentfee__app,298.481356070496,0.0,200.0
740,fltlicensefee__app,117.30317293570494,0.0,200.0
733,fltgapinsurance__app,500.0,0.0,200.0
742,flttaxgrossreceipts__app,1164.1369849461487,0.0,200.0
186,bigdealerid__app,2534.0,0.0,200.0
82,revs904__tu,0.0,19.0,200.0
62,bkc320__tu,-1.0,0.0,200.0
1395,g102s__tu,2.0,0.0,200.0
810,linkc048__tu,2.0,0.0,200.0
1072,agg409__tu,0.0,29.0,200.0
551,g244b__tu,0.0,2.0,200.0
443,g414s__tu,0.0,1.0,200.0
474,g406s__tu,0.0,1.0,200.0
572,jt51s__tu,0.0,-1.0,200.0
319,s068b__tu,1.0,0.0,200.0
549,g242b__tu,0.0,1.0,200.0
457,g409s__tu,0.0,1.0,200.0
1912,bc36s__tu,0.0,1.0,200.0
263,rev54__tu,-1.0,0.0,200.0
836,addrcurrentavmvalue__ln,0.0,32784.23,200.0
837,addrcurrentavmvalue12month__ln,0.0,26016.125,200.0
464,au204s__tu,1.0,0.0,200.0
550,g243b__tu,0.0,1.0,200.0
1817,trv12__tu,-1.0,0.0,200.0
262,rev81__tu,-1.0,0.0,200.0
1988,at25s__tu,0.0,1.0,200.0
251,rev162__tu,-1.0,0.0,200.0
441,g412s__tu,0.0,1.0,200.0
278,rev53__tu,-1.0,0.0,200.0
1075,agg412__tu,0.0,10.0,200.0
320,s071a__tu,2.0,0.0,200.0
1439,g225s__tu,386.0,0.0,200.0
456,g410s__tu,0.0,1.0,200.0
331,s073a__tu,2.0,0.0,200.0
442,g413s__tu,0.0,1.0,200.0
852,addrinputavmvalue__ln,0.0,24234.56,200.0
1858,bc09s__tu,0.0,1.0,200.0
81,revs903__tu,0.0,29.1,200.0
1074,agg411__tu,0.0,19.5,200.0
548,g244f__tu,0.0,3.0,200.0
245,rev92__tu,-1.0,0.0,200.0
1203,linka022__tu,0.0,1.0,200.0
477,jt75s__tu,0.0,-1.0,200.0
547,g243f__tu,0.0,3.0,200.0
445,g416s__tu,1.0,0.0,200.0
293,s043s__tu,-2.0,0.0,200.0
133,aut255__tu,0.0,-1.0,200.0
545,g242s__tu,0.0,4.0,200.0
38,bkc315__tu,-1.0,0.0,200.0
338,reap01__tu,0.0,19.0,200.0
1205,linka027__tu,773.0,99999.0,196.93168737347676
1340,linka018__tu,1695.0,99999.0,193.33293999645997
1341,linka019__tu,1758.0,99999.0,193.0894189097556
543,s204s__tu,940.8132343342036,50.44,179.64596805219844
1451,g213a__tu,632.8142271516924,50.22,170.5900536144893
1445,g207s__tu,1121.0959734007831,115.0,162.78606112319622
624,monthonbooks__app,72.0,12.0,142.85714285714286
1397,g199s__tu,457.2734375,82.45,138.8946306412717
451,g199b__tu,403.608248926073,80.0,133.83073992004694
296,s064a__tu,1474.4978989882504,294.0,133.50288961763627
1642,g237s__tu,1.0,5.0,133.33333333333331
1748,cv20__tu,388.0257628916448,80.0,131.6276954450294
455,g207b__tu,450.109884954308,93.12,131.4323437799579
1653,g301s__tu,2.0,9.0,127.27272727272727
1638,g302s__tu,2.0,9.0,127.27272727272727
1432,g205s__tu,176.14442074030262,40.0,125.97541983642506
1467,co04s__tu,4.0,1.0,120.0
949,linkt008__tu,-1.0,-4.0,120.0
516,s207s__tu,-1.0,-4.0,120.0
1393,g099s__tu,-1.0,-4.0,120.0
1207,linka020__tu,1.0,4.0,120.0
1643,g238s__tu,2.0,7.0,111.11111111111111
1144,agg101__tu,7519.0,2214.0,109.01058255419707
453,g205b__tu,127.7500203981723,39.77,105.03821595658327
311,rt27s__tu,-3.0,-1.0,100.0
1878,au24s__tu,-3.0,-1.0,100.0
514,jt80s__tu,-3.0,-1.0,100.0
1652,g300s__tu,1.0,3.0,100.0
1525,fi24s__tu,-3.0,-1.0,100.0
1568,in25s__tu,-3.0,-1.0,100.0
1133,agg202__tu,1250.0,3550.0,95.83333333333334
1410,g003s__tu,5.0,2.0,85.71428571428571
1208,linka006__tu,2.0,5.0,85.71428571428571
613,ENG-vehicle_age,2.0,5.0,85.71428571428571
1541,in101s__tu,10701.153577839425,5132.0,70.34800174785376
600,bigaccountid__app,3107356.5,6386992.0,69.086056826332
599,uniqueid__app,310735690167171.0,638699279806951.0,69.08605644654506
867,bigaccountid__ln,3107356.5,6384449.5,69.05098987484574
493,walsrts2__tu,-2.0,-1.0,66.66666666666666
641,derogtimenewest__ln,2.0,1.0,66.66666666666666
1630,g980s__tu,1.0,2.0,66.66666666666666
863,alertregulatorycondition__ln,2.0,1.0,66.66666666666666
1639,g232s__tu,5.0,10.0,66.66666666666666
1762,paymnt06__tu,-2.0,-1.0,66.66666666666666
234,ret222__tu,-2.0,-1.0,66.66666666666666
40,rev202__tu,-2.0,-1.0,66.66666666666666
52,rev222__tu,-2.0,-1.0,66.66666666666666
1998,at02s__tu,1.0,2.0,66.66666666666666
1408,g002b__tu,6.0,3.0,66.66666666666666
1719,rvlr06__tu,-2.0,-1.0,66.66666666666666
440,g411s__tu,1.0,2.0,66.66666666666666
298,s068a__tu,2.0,1.0,66.66666666666666
1695,br01s__tu,1.0,2.0,66.66666666666666
1768,cv01__tu,4.0,2.0,66.66666666666666
1558,in36s__tu,1.0,2.0,66.66666666666666
1971,at29s__tu,1.0,2.0,66.66666666666666
2002,at12s__tu,1.0,2.0,66.66666666666666
239,aut202__tu,-2.0,-1.0,66.66666666666666
2001,at09s__tu,1.0,2.0,66.66666666666666
555,jt53s__tu,-2.0,-1.0,66.66666666666666
1999,at03s__tu,1.0,2.0,66.66666666666666
873,addrprevioustimenewest__ln,4.0,2.0,66.66666666666666
1928,au01s__tu,2.0,1.0,66.66666666666666
598,bc_trd__tu,1.0,2.0,66.66666666666666
620,fltapproveddowntotal__app,500.0,1000.0,66.66666666666666
1854,bc01s__tu,1.0,2.0,66.66666666666666
1830,trv08__tu,1.0,2.0,66.66666666666666
1423,g221b__tu,2.0,1.0,66.66666666666666
1735,cv15__tu,1.0,2.0,66.66666666666666
1871,au36s__tu,1.0,2.0,66.66666666666666
1453,g215a__tu,2.0,1.0,66.66666666666666
90,walsrvs1__tu,-2.0,-1.0,66.66666666666666
225,aut222__tu,-2.0,-1.0,66.66666666666666
486,rtdex02__tu,-2.0,-1.0,66.66666666666666
634,fltdowncash__app,500.0,1000.0,66.66666666666666
492,walsrts1__tu,-2.0,-1.0,66.66666666666666
318,rt25s__tu,-2.0,-1.0,66.66666666666666
1422,g202b__tu,-1.0,-2.0,66.66666666666666
230,ret202__tu,-2.0,-1.0,66.66666666666666
444,g415s__tu,1.0,2.0,66.66666666666666
609,bigdebtorid__app,4016717.5,7980695.0,66.08054028316522
868,bigdebtorid__ln,4016717.0,7977542.5,66.04535277896898
1134,agg203__tu,1400.0,2750.0,65.06024096385542
1201,linka030__tu,484.0,942.0,64.23562412342217
1747,cv19__tu,13487.178555401437,7288.5,59.67245343031025
1983,at101s__tu,14992.121552708875,8164.5,58.969064525823946
1135,agg204__tu,1500.0,2700.0,57.14285714285714
1136,agg205__tu,1500.0,2677.0,56.35623653339717
316,rt21s__tu,12.0,7.0,52.63157894736842
315,rt20s__tu,34.0,20.0,51.85185185185185
1137,agg206__tu,1592.0,2620.5,48.83086053412463
1968,at104s__tu,14.0,23.0,48.64864864864865
1405,g001b__tu,8.0,5.0,46.15384615384615
1636,g304s__tu,8.0,5.0,46.15384615384615
1138,agg207__tu,1729.5,2600.0,40.212495669245875
1832,trv06__tu,2.0,3.0,40.0
596,rev_trd__tu,2.0,3.0,40.0
405,re25s__tu,-3.0,-2.0,40.0
1629,g960s__tu,4.0,6.0,40.0
632,miles_odometer__app,40000.0,60000.0,40.0
1863,bc25s__tu,-1.5,-1.0,40.0
1742,cv14__tu,4.0,6.0,40.0
1386,g066s__tu,3.0,2.0,40.0
1447,g209s__tu,18.0,12.0,40.0
1631,g990s__tu,2.0,3.0,40.0
1766,paymnt10__tu,2.0,3.0,40.0
963,linkt001__tu,3.0,2.0,40.0
1815,trv10__tu,4.0,6.0,40.0
435,re01s__tu,2.0,3.0,40.0
1389,g071s__tu,3.0,2.0,40.0
1985,at103s__tu,67.0,100.0,39.52095808383233
614,ENG-dealership_age,4.441095890410959,6.604109589041096,39.16656331390302
2004,at21s__tu,13.0,9.0,36.36363636363637
1767,paymnt11__tu,7.0,10.0,35.294117647058826
1156,agg209__tu,1800.0,2550.0,34.48275862068966
1984,at101b__tu,10736.5,7584.5,34.40860215053764
1131,agg201__tu,3517.5,2500.0,33.81803074366431
1649,g251a__tu,7.0,5.0,33.33333333333333
1436,g224a__tu,7.0,5.0,33.33333333333333
1139,agg208__tu,1835.0,2528.5,31.786409991978914
475,g208b__tu,51.0,69.0,30.0
1740,cv12__tu,4.0,3.0,28.57142857142857
1438,g224c__tu,4.0,3.0,28.57142857142857
1417,g043s__tu,4.0,3.0,28.57142857142857
872,addrlastmoveecontrajectoryindex__ln,3.0,4.0,28.57142857142857
1852,bc20s__tu,27.0,36.0,28.57142857142857
880,addrstabilityindex__ln,4.0,3.0,28.57142857142857
1620,g307s__tu,4.0,3.0,28.57142857142857
611,ENG-payment_to_income,0.09,0.12,28.57142857142857
1651,g251c__tu,4.0,3.0,28.57142857142857
1646,g250a__tu,8.0,6.0,28.57142857142857
1647,g250b__tu,4.0,3.0,28.57142857142857
1202,linka053__tu,778.0,1033.0,28.16123688569851
1191,agg224__tu,1762.5,1340.0,27.23609991941982
1157,agg211__tu,1902.0,2500.0,27.169468423443888
1486,br20s__tu,25.0,32.0,24.561403508771928
1974,at32s__tu,3715.4959203655344,2926.49,23.758132878490432
1970,at28b__tu,4757.5,6000.0,23.10016267720195
1132,agg210__tu,1984.0,2500.0,23.015165031222125
1738,cv10__tu,5.0,4.0,22.22222222222222
1413,g041s__tu,5.0,4.0,22.22222222222222
1755,cv04__tu,5.0,4.0,22.22222222222222
1648,g250c__tu,5.0,4.0,22.22222222222222
541,s209s__tu,5.0,4.0,22.22222222222222
1190,agg223__tu,1862.5,1500.0,21.561338289962826
1979,at35a__tu,1925.0,1557.0,21.137277426766225
1570,in28s__tu,3892.171995514751,3167.0,20.545525621857916
1976,at33b__tu,3182.0,3879.0,19.74224614077326
1168,agg212__tu,2000.0,2425.5,19.229465597107673
1189,agg222__tu,2000.0,1650.0,19.17808219178082
1574,in32s__tu,2110.263187418407,1750.0,18.665213739446457
333,atap01__tu,163.56778312663184,135.79999999999998,18.55094949538117
1578,in01s__tu,6.0,5.0,18.181818181818183
594,inst_trd__tu,6.0,5.0,18.181818181818183
403,re21s__tu,12.0,10.0,18.181818181818183
1566,in21s__tu,18.0,15.0,18.181818181818183
601,factor,1.193925424281984,1.0,17.678397099158534
1575,in33s__tu,2407.5506180646207,2033.0,16.869557416637022
874,addrpreviouslengthofres__ln,40.0,47.0,16.091954022988507
1446,g208s__tu,60.0,70.0,15.384615384615385
633,bookvalue__app,15000.0,17500.0,15.384615384615385
1180,agg213__tu,2000.0,2300.0,13.953488372093023
619,payment__app,487.9843351164545,560.4708499999999,13.827298660456183
292,s004s__tu,63.0,55.0,13.559322033898304
1524,fi21s__tu,17.0,15.0,12.5
684,addrinputtimeoldest__ln,26.0,23.0,12.244897959183673
1980,at35b__tu,1570.0,1389.0,12.23386279148361
2003,at20s__tu,122.0,108.0,12.173913043478262
1860,bc21s__tu,8.0,9.0,11.76470588235294
626,amtfinanced__app,20000.0,22500.0,11.76470588235294
1182,agg215__tu,2010.5,2248.0,11.154162263707878
1812,balmag02__tu,265.0,296.0,11.051693404634582
1565,in20s__tu,107.0,96.0,10.83743842364532
1181,agg214__tu,2000.0,2223.0,10.561212408240587
1045,trd__tu,10.0,9.0,10.526315789473683
595,nomt_trd__tu,10.0,9.0,10.526315789473683
1997,at01s__tu,10.0,9.0,10.526315789473683
1187,agg220__tu,2000.0,1800.0,10.526315789473683
1188,agg221__tu,1972.0,1781.0,10.178523847588595
1560,in34s__tu,47.0,52.0,10.1010101010101
1975,at33a__tu,4856.888625979112,4397.005,9.939245998852797
687,addrinputlengthofres__ln,23.0,21.0,9.090909090909092
615,yhat_ad,0.2445746656879158,0.2678184992061629,9.072655574182782
843,addrcurrentlengthofres__ln,37.0,34.0,8.450704225352112
1877,au21s__tu,23.0,25.0,8.333333333333332
618,dti__app,0.3870850356116631,0.3573584144438358,7.98626710077471
845,addrcurrenttimeoldest__ln,40.0,37.0,7.792207792207792
1977,at34b__tu,67.0,72.0,7.194244604316546
1128,agg121__tu,3261.5,3482.5,6.553973902728351
1870,au51a__tu,51.0,48.0,6.0606060606060606
1186,agg219__tu,2000.0,1886.0,5.867215645908389
1972,at30s__tu,75.0,71.0,5.47945205479452
1125,agg118__tu,3533.0,3725.0,5.290713695232847
773,subjectage__ln,41.0,39.0,5.0
1183,agg216__tu,2000.0,2100.0,4.878048780487805
1876,au20s__tu,64.0,61.0,4.8
612,ENG-loan_to_value,1.3478260869565215,1.2857142857142858,4.716981132075448
964,linkt002__tu,21.0,22.0,4.651162790697675
1986,at28a__tu,7110.699406683972,6792.0,4.584712613879159
1126,agg119__tu,3530.5,3689.5,4.404432132963989
866,addrprevioustimeoldest__ln,69.0,72.0,4.25531914893617
1969,at34a__tu,71.0,74.0,4.137931034482759
1559,in35s__tu,1549.5,1490.0,3.915117618029281
2005,yhat_pricing_lgd,0.4017982275326339,0.417649837120897,3.8688503328066988
402,re20s__tu,51.0,53.0,3.8461538461538463
1140,agg116__tu,3755.0,3896.5,3.6986211853884856
1523,fi20s__tu,58.0,60.0,3.389830508474576
1124,agg117__tu,3692.5,3819.0,3.368168807827997
1141,agg115__tu,3940.0,4074.0,3.344147741452458
1123,agg124__tu,2843.0,2939.5,3.337656722870731
1153,agg110__tu,4507.5,4364.5,3.2236248872858435
1148,agg105__tu,4585.5,4728.0,3.0600740860041875
616,yhat_pricing_pd,0.341061684075559,0.35133256187382,2.9667715635556937
1155,agg112__tu,4382.5,4263.0,2.7644439303683996
1154,agg111__tu,4412.0,4297.0,2.6409461476633367
1151,agg108__tu,4575.0,4456.0,2.6353670689846087
1152,agg109__tu,4383.0,4497.0,2.5675675675675675
1184,agg217__tu,2050.0,2000.0,2.4691358024691357
603,fltadvance__app,1.15,1.125,2.19780219780219
1143,agg113__tu,4265.0,4174.0,2.1566536319469134
1829,balmag01__tu,260.0,265.0,1.9047619047619049
1130,agg123__tu,3063.5,3115.5,1.6831202459944974
1127,agg120__tu,3482.5,3531.0,1.383046980822699
1147,agg104__tu,4672.5,4728.5,1.1913626209977661
1142,agg114__tu,4052.0,4088.5,0.8967508138320743
1149,agg106__tu,4592.0,4632.0,0.8673026886383347
539,g106s__tu,253.0,251.0,0.7936507936507936
1150,agg107__tu,4534.0,4559.0,0.5498735290883097
1146,agg103__tu,4742.0,4759.0,0.3578570676770866
607,year,2017.0,2022.0,0.24758603614756128
1129,agg122__tu,3296.0,3289.0,0.21260440394836752
1145,agg102__tu,4659.5,4650.0,0.2040925935871959
629,vehicleyear__app,2014.0,2018.0,0.1984126984126984
679,ssndatelowissued__ln,19820101.0,19850101.0,0.1512470241517802
759,educationinstitutionprivate__ln,-1.0,-1.0,0.0
1612,lm32s__tu,-1.0,-1.0,0.0
1927,au03s__tu,-1.0,-1.0,0.0
1478,fi01s__tu,2.0,2.0,0.0
1543,lm02s__tu,-1.0,-1.0,0.0
397,pb09s__tu,-1.0,-1.0,0.0
1400,g061s__tu,3.0,3.0,0.0
1596,lm38s__tu,-1.0,-1.0,0.0
1550,lm09s__tu,-1.0,-1.0,0.0
388,md02s__tu,-1.0,-1.0,0.0
1412,g057s__tu,2.0,2.0,0.0
1415,g042s__tu,4.0,4.0,0.0
1739,cv11__tu,4.0,4.0,0.0
1684,hi30s__tu,-1.0,-1.0,0.0
1185,agg218__tu,2000.0,2000.0,0.0
1624,g311s__tu,9.0,9.0,0.0
772,subjectactivityindex12month__ln,4.0,4.0,0.0
267,rle903__tu,-1.0,-1.0,0.0
1501,fr25s__tu,-1.0,-1.0,0.0
562,jt03s__tu,-1.0,-1.0,0.0
782,confirmationsubjectfound__ln,1.0,1.0,0.0
746,subjectrecordtimeoldest__ln,264.0,264.0,0.0
385,mt47s__tu,-1.0,-1.0,0.0
1537,g226s__tu,-3.0,-3.0,0.0
406,re27s__tu,-3.0,-3.0,0.0
1864,bc27s__tu,-3.0,-3.0,0.0
426,pb30s__tu,-1.0,-1.0,0.0
229,ret201__tu,-2.0,-2.0,0.0
164,ret53__tu,-1.0,-1.0,0.0
1538,g227s__tu,-3.0,-3.0,0.0
