feature,flt_eval_metric_train,flt_eval_metric_valid,flt_score_to_beat,performance,helped
linka046__tu,0.7073772328022497,0.7022479493112519,0.7028636048606417,-0.0006156555493898,0
linka026__tu,0.7085911804334891,0.7022519998743744,0.7028636048606417,-0.0006116049862673,0
linkf147__tu,0.7056629315484632,0.7022584768525534,0.7028636048606417,-0.0006051280080883,0
linka052__tu,0.7060371543838122,0.7022599857360333,0.7028636048606417,-0.0006036191246083,0
strdealershiptrackertype__app,0.7104918522681877,0.7022660850666722,0.7028636048606417,-0.0005975197939694,0
g051s__tu,0.7080944985245884,0.7022684842767392,0.7028636048606417,-0.0005951205839025,0
br01s__tu,0.7088317446513086,0.702273561751799,0.7028636048606417,-0.0005900431088426,0
g234s__tu,0.7074014718099078,0.7022756989737409,0.7028636048606417,-0.0005879058869008,0
linka032__tu,0.7112475045327504,0.7022767931212305,0.7028636048606417,-0.0005868117394112,0
subjectactivityindex06month__ln,0.7096230183523836,0.7022882947565424,0.7028636048606417,-0.0005753101040992,0
us101s__tu,0.7066891909227578,0.7022976641371155,0.7028636048606417,-0.0005659407235262,0
linkf165__tu,0.708359579224282,0.702297894564396,0.7028636048606417,-0.0005657102962457,0
g219d__tu,0.7091652888018569,0.7023035579019624,0.7028636048606417,-0.0005600469586792,0
linka001__tu,0.7067510322501795,0.7023087850044648,0.7028636048606417,-0.0005548198561768,0
linkt008__tu,0.7075171625561251,0.7023127406940071,0.7028636048606417,-0.0005508641666346,0
assetpropsaletimenewest__ln,0.708399350867814,0.7023159189907835,0.7028636048606417,-0.0005476858698582,0
of101s__tu,0.7096896028610623,0.7023187310263779,0.7028636048606417,-0.0005448738342638,0
bc108s__tu,0.709326814523383,0.7023204359997544,0.7028636048606417,-0.0005431688608873,0
g209s__tu,0.7062514128373734,0.7023223422467498,0.7028636048606417,-0.0005412626138918,0
rp05s__tu,0.7083193329560035,0.7023377102383657,0.7028636048606417,-0.000525894622276,0
linka031__tu,0.7080264225684625,0.7023479266417035,0.7028636048606417,-0.0005156782189381,0
s204a__tu,0.7093804104462749,0.702350980962184,0.7028636048606417,-0.0005126238984577,0
cv14__tu,0.7089661308709821,0.7023533519738208,0.7028636048606417,-0.0005102528868209,0
se06s__tu,0.7083885102259928,0.7023536344166337,0.7028636048606417,-0.000509970444008,0
linka029__tu,0.7090304518879328,0.7023579238130727,0.7028636048606417,-0.0005056810475689,0
g213a__tu,0.709212215615957,0.7023628431272896,0.7028636048606417,-0.0005007617333521,0
g002s__tu,0.7050701415837866,0.7023657029244528,0.7028636048606417,-0.0004979019361889,0
g412s__tu,0.7096234239081746,0.702368096938061,0.7028636048606417,-0.0004955079225806,0
linkf085__tu,0.7107969440598246,0.7023681767317218,0.7028636048606417,-0.0004954281289198,0
g301s__tu,0.7061431906892133,0.7023756988349165,0.7028636048606417,-0.0004879060257252,0
g305s__tu,0.710764832972344,0.7023781148570557,0.7028636048606417,-0.0004854900035859,0
assetpropcurrenttaxtotal__ln,0.7102876812338047,0.7023796961852831,0.7028636048606417,-0.0004839086753586,0
derogcount__ln,0.7092542466270728,0.7023845304329619,0.7028636048606417,-0.0004790744276798,0
at57s__tu,0.7089850125973662,0.7023858185051571,0.7028636048606417,-0.0004777863554845,0
linka047__tu,0.7096742915423075,0.7023975376020755,0.7028636048606417,-0.0004660672585662,0
g224a__tu,0.708533522237505,0.7023987876178527,0.7028636048606417,-0.000464817242789,0
assetproppurchasetimenewest__ln,0.709481311497292,0.7024034980420726,0.7028636048606417,-0.0004601068185691,0
ret84__tu,0.7097286625801751,0.702410599537788,0.7028636048606417,-0.0004530053228537,0
std205__tu,0.7089933397152388,0.7024117924816747,0.7028636048606417,-0.0004518123789669,0
g020s__tu,0.7052669188778122,0.7024120604304436,0.7028636048606417,-0.0004515444301981,0
cv02__tu,0.7080451577547378,0.7024228852906944,0.7028636048606417,-0.0004407195699472,0
g980s__tu,0.7087821882096349,0.7024360046676537,0.7028636048606417,-0.000427600192988,0
g237s__tu,0.7077745531374237,0.702444874653264,0.7028636048606417,-0.0004187302073777,0
linka043__tu,0.7056420421035001,0.7024496304318695,0.7028636048606417,-0.0004139744287722,0
linkf139__tu,0.70616854256581,0.7024500828421849,0.7028636048606417,-0.0004135220184567,0
in36s__tu,0.708187414960439,0.7024530852872336,0.7028636048606417,-0.000410519573408,0
linka012__tu,0.7103833793317144,0.7024550132625585,0.7028636048606417,-0.0004085915980831,0
linkf144__tu,0.7082145309860484,0.7024626759248659,0.7028636048606417,-0.0004009289357758,0
bc97b__tu,0.7103278297703252,0.7024659976337128,0.7028636048606417,-0.0003976072269289,0
evictioncount__ln,0.7068592703913523,0.7024708391920955,0.7028636048606417,-0.0003927656685461,0
g220d__tu,0.7075212057909124,0.7024747484319203,0.7028636048606417,-0.0003888564287214,0
au101s__tu,0.7094388209459349,0.7024764919329621,0.7028636048606417,-0.0003871129276795,0
g235s__tu,0.709014932527022,0.7024823923589562,0.7028636048606417,-0.0003812125016855,0
at01s__tu,0.7084437780620096,0.7024829401395721,0.7028636048606417,-0.0003806647210695,0
s207s__tu,0.7053840534510596,0.7024869978350886,0.7028636048606417,-0.000376607025553,0
linkf157__tu,0.7076684881841628,0.7024968281466413,0.7028636048606417,-0.0003667767140004,0
linkf142__tu,0.7086844770735979,0.7024986756405388,0.7028636048606417,-0.0003649292201028,0
au57s__tu,0.707813809996607,0.7025002981965525,0.7028636048606417,-0.0003633066640892,0
s204s__tu,0.7088428529889401,0.702512116790371,0.7028636048606417,-0.0003514880702707,0
linka021__tu,0.7096811898160473,0.7025171531777452,0.7028636048606417,-0.0003464516828964,0
rt20s__tu,0.7106741359417175,0.702522332162059,0.7028636048606417,-0.0003412726985827,0
linkf141__tu,0.7080821756817708,0.7025293411786409,0.7028636048606417,-0.0003342636820008,0
bc97a__tu,0.7096024624206876,0.7025347525389072,0.7028636048606417,-0.0003288523217345,0
paymnt02__tu,0.709006740712459,0.7025364502525253,0.7028636048606417,-0.0003271546081163,0
g206s__tu,0.7087475515306013,0.702537737484117,0.7028636048606417,-0.0003258673765247,0
subjectwillingnessprimaryfactor__ln,0.7044415829685796,0.7025413581931206,0.7028636048606417,-0.0003222466675211,0
rvlr17__tu,0.700663447801246,0.7025459844678245,0.7028636048606417,-0.0003176203928172,0
bc06s__tu,0.7084025414970481,0.702554295604871,0.7028636048606417,-0.0003093092557706,0
s073a__tu,0.7080123407616981,0.7025549908222657,0.7028636048606417,-0.000308614038376,0
bankruptcystatus__ln,0.7080891964575363,0.7025636615848205,0.7028636048606417,-0.0002999432758211,0
linkf060__tu,0.7065602917828321,0.7025676007424916,0.7028636048606417,-0.0002960041181501,0
g415s__tu,0.709465143835852,0.7025720557633146,0.7028636048606417,-0.000291549097327,0
linka017__tu,0.7090351202458574,0.7025752367347389,0.7028636048606417,-0.0002883681259028,0
s114s__tu,0.7085473917285433,0.7025802325311478,0.7028636048606417,-0.0002833723294939,0
cv15__tu,0.7099385674406593,0.7025912729170698,0.7028636048606417,-0.0002723319435719,0
au207s__tu,0.7078160126557137,0.7025916330520345,0.7028636048606417,-0.0002719718086071,0
lienjudgmenttaxcount__ln,0.7098041097238651,0.7025934167364765,0.7028636048606417,-0.0002701881241652,0
rt21s__tu,0.7081692227536124,0.7025939984087015,0.7028636048606417,-0.0002696064519401,0
fi20s__tu,0.7083872868987247,0.7026011830732288,0.7028636048606417,-0.0002624217874128,0
bitrouteone__app,0.7084068524978759,0.7026162287697789,0.7028636048606417,-0.0002473760908627,0
linkf037__tu,0.7086435781594961,0.7026423067900976,0.7028636048606417,-0.000221298070544,0
at21s__tu,0.710565118866253,0.7026804993858609,0.7028636048606417,-0.0001831054747808,0
rev202__tu,0.7078839312010247,0.7027122140227409,0.7028636048606417,-0.0001513908379008,0
rvlr81__tu,0.7072877019989187,0.7027146927207947,0.7028636048606417,-0.000148912139847,0
ret201__tu,0.7072482798287936,0.7027166880335634,0.7028636048606417,-0.0001469168270783,0
g302s__tu,0.7081689751092118,0.7027284239935,0.7028636048606417,-0.0001351808671417,0
g215b__tu,0.7095099221949509,0.7027543206981676,0.7028636048606417,-0.0001092841624741,0
