indicator,mean_train_actual,mean_prod_actual,min_date,max_date,days_delinquent,days_total
DQ60_16,0.06661379857256146,0.2924281984334204,2021-10,2022-02,60,480
DQ60_17,0.07375099127676447,0.31592689295039167,2021-10,2022-02,60,510
DQ60_18,0.07850911974623315,0.3394255874673629,2021-10,2022-02,60,540
DQ60_19,0.08538197197991013,0.360313315926893,2021-10,2022-02,60,570
DQ60_20,0.09304784562516522,0.381201044386423,2021-10,2022-02,60,600
DQ60_21,0.09965635738831616,0.38642297650130547,2021-10,2022-02,60,630
DQ60_22,0.10758657150409728,0.4046997389033943,2021-10,2022-02,60,660
DQ60_23,0.11181601903251388,0.42036553524804177,2021-10,2022-02,60,690
DQ60_24,0.11683848797250859,0.42036553524804177,2021-10,2022-02,60,720
DQ90_4,0.0007930214115781126,0.033942558746736295,2021-10,2022-02,90,120
DQ90_5,0.0023790642347343376,0.057441253263707574,2021-10,2022-02,90,150
DQ90_6,0.005286809410520751,0.07049608355091384,2021-10,2022-02,90,180
DQ90_7,0.008987575997885276,0.08877284595300261,2021-10,2022-02,90,210
DQ90_8,0.013481363996827915,0.09399477806788512,2021-10,2022-02,90,240
DQ90_9,0.018768173407348664,0.10704960835509138,2021-10,2022-02,90,270
DQ90_10,0.021675918583135077,0.1174934725848564,2021-10,2022-02,90,300
DQ90_11,0.02564102564102564,0.1279373368146214,2021-10,2022-02,90,330
DQ90_12,0.02802008987575998,0.1409921671018277,2021-10,2022-02,90,360
DQ90_13,0.032778218345228656,0.15926892950391644,2021-10,2022-02,90,390
DQ90_14,0.038329368226275445,0.1801566579634465,2021-10,2022-02,90,420
DQ90_15,0.04388051810732223,0.195822454308094,2021-10,2022-02,90,450
DQ90_16,0.048109965635738834,0.2297650130548303,2021-10,2022-02,90,480
DQ90_17,0.05313243457573354,0.2402088772845953,2021-10,2022-02,90,510
DQ90_18,0.05736188210415014,0.2584856396866841,2021-10,2022-02,90,540
DQ90_19,0.0626486915146709,0.2741514360313316,2021-10,2022-02,90,570
DQ90_20,0.06793550092519164,0.2819843342036554,2021-10,2022-02,90,600
DQ90_21,0.07295796986518636,0.2924281984334204,2021-10,2022-02,90,630
DQ90_22,0.08115252445149353,0.30809399477806787,2021-10,2022-02,90,660
DQ90_23,0.0880253766851705,0.31592689295039167,2021-10,2022-02,90,690
DQ90_24,0.09331218609569125,0.32114882506527415,2021-10,2022-02,90,720
