feature,importance,description
lienjudgmenttaxcount__ln,0.0,"Total federal, state, and county tax liens on subject's file"
lienjudgmentforeclosurecount__ln,0.0,Total foreclosures on subject's file
br57s__tu,0.0,Total past due amount of open bank revolving trades verified in past 12 months
lienjudgmenttimenewest__ln,0.0,"Time (in months) since the most recently recorded lien or judgment on subject's file, excluding evictions"
lienjudgmentdollartotal__ln,0.0,"Total dollar amount of all liens and judgments on subject's file, excluding evictions"
bankruptcycount__ln,0.0,
bankruptcycount24month__ln,0.0,Total unique bankruptcy case filings on file showing the subject as debtor in the last 24 months
bankruptcytimenewest__ln,0.0,Time (in months) since most recent bankruptcy case filing on file showing the subject as debtor
bankruptcystatus__ln,0.0,Indicates status of most recent bankruptcy filing on file showing the subject as debtor
bankruptcydismissed24month__ln,0.0,Indicates subject has one or more dismissed bankruptcies on file in the last 24 months
shorttermloanrequest__ln,0.0,Indicates the subject has one or more short-term loan offer requests on file
lienjudgmentothercount__ln,0.0,Total other liens or court judgments on subject's file
assetproppurchasetimenewest__ln,0.0,Time (in months) since most recently recorded real property purchase based on real property ownership records on subject's file
assetpropnewestmortgagetype__ln,0.0,Mortgage type associated with the most recently recorded real property purchase based on real property ownership records on subject's file
assetpropeversoldcount__ln,0.0,Total number of real properties identified as ever sold based on real property ownership records on subject's file
assetpropsoldcount12month__ln,0.0,Total number of real properties identified as sold within the last 12 months based on real property ownership records on subject's file
assetpropsaletimenewest__ln,0.0,Time (in months) since subject's most recently recorded real property sale based on real property ownership records on subject's file
assetpropnewestsaleprice__ln,0.0,Subject's most recent real property sale price based on real property ownership records on file
assetpropsalepurchaseratio__ln,0.0,Ratio price comparison of subject's most recent property sale to its original purchase price based on real property ownership records on subject's file
assetpersonal__ln,0.0,Indicates subject has ownership of personal property (watercraft and aircraft) based on personal property ownership records on file
criminalnonfelonycount12month__ln,0.0,"Total non-felony criminal convictions in the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
purchaseactivityindex__ln,0.0,Index indicating the level of purchase activity on subject's file
purchaseactivitycount__ln,0.0,"Total retail, offline, and/or online purchases on subject's file"
purchaseactivitydollartotal__ln,0.0,"Total dollar amount of all retail, offline, and/or online purchases on subject's file"
derogcount__ln,0.0,"Total derogatory source records (criminal felony, criminal non-felony, sexual offender registry, lien, judgment, bankruptcy, and eviction) on subject's file"
derogcount12month__ln,0.0,"Number of derogatory source records (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) within the last 12 months on subject's file
NOTE: This attribute does not include sexual offender registry records"
derogtimenewest__ln,0.0,"Time (in months) since most recently recorded derogatory record (criminal felony, criminal non-felony, lien, judgment, bankruptcy, and eviction) on the subject's file
NOTE: This attribute does not include sexual offender registry records"
criminalfelonycount__ln,0.0,Total felony criminal convictions on subject's file
criminalfelonycount12month__ln,0.0,Total felony criminal convictions in the last 12 months on subject's file
criminalnonfelonycount__ln,0.0,Total non-felony criminal convictions or sexual offender registry records on subject's file
assetpersonalcount__ln,0.0,Total watercraft registrations and/or aircraft registration records associated with the subject based on personal property ownership records on file
addrinputdwelltypeindex__ln,0.0,Index indicating the dwelling type on file for the input address
addrinputdelivery__ln,0.0,Indicates the mail delivery status on file for the input address
addrinputtimelastsale__ln,0.0,Time (in months) since last recorded property sale on file for the input address
addrinputlastsaleprice__ln,0.0,Indicates last recorded sale price on file for the input address
addrinputtaxvalue__ln,0.0,Indicates the most recent tax assessed value on file for the input address
addrinputtaxyr__ln,0.0,Indicates year of most recent tax assessment on file for the input address
addrinputtaxmarketvalue__ln,0.0,Indicates input address tax assessed market value on file
addrinputavmvalue12month__ln,0.0,Indicates input address AVM value on file 12 months ago
shorttermloanrequest12month__ln,0.0,Indicates the subject has one or more short-term loan offer requests on file in the last 12 months
addrinputavmvalue60month__ln,0.0,Indicates input address AVM value on file 60 months ago
addrinputtractratio__ln,0.0,Ratio comparison of the input address property value to tract median property value on file
addrinputblockratio__ln,0.0,Ratio comparison of the input address property value to block median property value on file
addrinputproblems__ln,0.0,Indicates any problems on file associated with the input address
addrcurrenttimeoldest__ln,0.0,Time (in months) since the subject was first reported at the current address on subject's file
addrcurrenttimenewest__ln,0.0,Time (in months) since the subject was most recently reported at the current address on subject's file
addrcurrentlengthofres__ln,0.0,
addrcurrentsubjectowned__ln,0.0,
addrinputavmratio12monthprior__ln,0.0,Ratio comparison for the input address indicating the difference in AVM values between the most recent AVM value on file and the value 12 months prior to the most recent value on file
shorttermloanrequest24month__ln,0.0,Indicates the subject has one or more short-term loan offer requests on file in the last 24 months
inquiryauto12month__ln,0.0,Indicates subject has one or more LexisNexis auto financing credit inquiries on file in the last 12 months (multiple auto inquiries within a 14-day period are counted as one inquiry)
inquirytelcom12month__ln,0.0,Indicates subject has one or more LexisNexis telecommunications credit inquiries on file in the last 12 months
inquiryshortterm12month__ln,0.0,Indicates subject has one or more LexisNexis personal finance credit inquiries on file in the last 12 months (multiple personal finance inquiries within a 24-hour period are counted as one inquiry)
inquirycollections12month__ln,0.0,Indicates subject has one or more LexisNexis collection inquiries on file in the last 12 months
ssnsubjectcount__ln,0.0,Total number of unique identities found on file with the input SSN 
ssndeceased__ln,0.0,Indicates input SSN was reported on a death record on file
ssndatelowissued__ln,0.0,"Date of earliest issuance for the input SSN based on the block group issued by the Social Security Administration prior to SSN Randomization on June 25, 2011 that was assigned based on the issuance state and issuance date of the SSN"
addrinputphonecount__ln,0.0,Total number of unique phone service listings on file currently reported with the input address
addronfilecorrectional__ln,0.0,Indicates an address in subject's address history on file is associated with a correctional institution
addronfilecollege__ln,0.0,Indicates an address in subject's address history on file is associated with a college or other post-secondary education institutional address
addronfilehighrisk__ln,0.0,"Indicates an address in subject's address history on file is associated with a transient or higher risk address, such as a hotel, campground, warehouse, mail drop, or non-residential"
addrinputtimeoldest__ln,0.0,Time on file (in months) since subject was first reported at the input address
addrinputtimenewest__ln,0.0,Time on file (in months) since the subject was most recently reported at the input address
addrinputsubjectowned__ln,0.0,Indicates a property ownership record is on file for the subject at the input address
addrinputdeedmailing__ln,0.0,Indicates for the input address that the property owner's mailing address is the same as the property address for the property record on file
addrinputownershipindex__ln,0.0,Index indicating subject's ownership level at the input address based on the address property record on file
addrinputphoneservice__ln,0.0,Indicates if phone service was found on file for the input address
addronfilecount__ln,0.0,Total number of addresses found on file in subject's address history
ENG-perfect_payment_hx_open,0.0,
holdout,0.0,
ENG-bk_x_wtd_avg,0.0,
bitdebtor,0.0,
bitdebtor__app,0.0,Debtor or Codebtor
bitdealerapplicantsamezip__app,0.0,Applicant and Dealer Same Zip
fltsalesprice__app,0.0,
fltfrontend__app,0.0,
assetproppurchasetimeoldest__ln,0.0,Time (in months) since earliest recorded real property purchase based on real property ownership records on subject's file
biglnriskviewscoreid__ln,0.0,
attribute_index__ln,0.0,
inputprovidedfirstname__ln,0.0,Indicates if the first name of the subject was provided on input
inputprovidedlastname__ln,0.0,Indicates if the last name of the subject was provided on input
inputprovidedstreetaddress__ln,0.0,Indicates if the street address for the subject was provided on input
inputprovidedcity__ln,0.0,Indicates if the city for the subject was provided on input
inputprovidedstate__ln,0.0,Indicates if the state for the subject was provided on input
inputprovidedzipcode__ln,0.0,Indicates if the ZIP code for the subject was provided on input
biglnriskviewattributesv5id__ln,0.0,
ENG-3mo_bad_end,0.0,
ENG-6mo_bad_end,0.0,
ENG-debt,0.0,
ENG-dti,0.0,
ENG-franchise,0.0,
ENG-has_codebtor,0.0,
ENG-payment_to_income,0.0,
bitservicecontract__app,0.0,Service Contract
ENG-perfect_payment_hx,0.0,
totaldebt__app,0.0,
ENG-wtd_avg,0.0,
ENG-has_auto,0.0,
ENG-open_auto,0.0,
ENG-closed_auto,0.0,
ENG-open_and_closed_auto,0.0,
bookvalue__app,0.0,
linkc022__tu,0.0,
ENG-bk,0.0,
bitgap__app,0.0,
sourcecredheadertimeoldest__ln,0.0,Time (in months) since the subject first reported by a credit header source on file
sourcecredheadertimenewest__ln,0.0,Time (in months) since the subject last reported by a credit header source on file
sourcevoterregistration__ln,0.0,Indicates voter registration record on subject's file
educationevidence__ln,0.0,"Indicates evidence of college attendance on the subject's file based on college institution address, professional licensure, student directories, and email domains such as '.edu' that are affiliated with institutions of higher education "
educationprogramattended__ln,0.0,Indicates the type of program most recently attended based on student directories and other college attendance sources on subject's file
educationinstitutionprivate__ln,0.0,Indicates most recently attended program is a private institution based on student directories and other college attendance sources on subject's file
educationinstitutionrating__ln,0.0,"Indicates the education program rating for the most recently attended program on subject's file, based on student directories and other college attendance sources. Rating is based on various institution statistics and national ratings (Tier 1 = highest rating, Tier 6 =lowest rating)"
profliccount__ln,0.0,Total number of active and inactive professional licenses on subject's file
inputprovidedssn__ln,0.0,Indicates if the SSN (Social Security Number) for the subject was provided on input
businessassociationindex__ln,0.0,Index indicating the status of the subject's formal business associations on file
businessassociationtimeoldest__ln,0.0,Time (in months) since a formal business association with the subject first seen on file
assetindex__ln,0.0,Modeled risk index indicating the type and relative value of real property and personal property associated with the subject
assetownership__ln,0.0,"Indicates subject has ownership of assets (watercraft, aircraft, or real property) based on asset ownership records on file"
assetprop__ln,0.0,Indicates subject has ownership of real property based on real property ownership records on file
assetpropindex__ln,0.0,Index indicating level of historical property ownership based on real property ownership records on subject's file
assetpropevercount__ln,0.0,Total number of real property ever owned based on real property ownership records on subject's file
assetpropcurrentcount__ln,0.0,Total number of real property currently owned based on real property ownership records on subject's file
assetproppurchasecount12month__ln,0.0,Total number of real properties identified as purchased by subject within the last 12 months based on real property ownership records on subject's file
businessassociation__ln,0.0,Indicates the subject has a formal connection with a business based on associations with business records on the subject's file
inputprovideddateofbirth__ln,0.0,Indicates if the DOB (date of birth) for the subject was provided on input
inputprovidedphone__ln,0.0,Indicates if the phone number for the subject was provided on input
inputprovidedlexid__ln,0.0,Indicates if the LexID for the subject was provided on input
subjectrecordtimenewest__ln,0.0,Time (in months) since the most recently reported event on file for subject
subjectnewestrecord12month__ln,0.0,Indicates subject's last reported event on file was within the last 12 months
subjectactivityindex03month__ln,0.0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported within the past three months
subjectactivityindex12month__ln,0.0,A risk index summarizing derogatory and non-derogatory source activity for the subject as reported on file within the past 12 months
subjectdeceased__ln,0.0,Records on file indicate subject is reported as being deceased
sourcenonderogcount12month__ln,0.0,Total non-derogatory source types on file for subject reported within the last 12 months
subjectabilityindex__ln,0.0,"Modeled risk index indicating the subject's ability to fulfill a credit obligation on the basis of their time on file, post-secondary education history, asset ownership, and outstanding financial obligations on file"
confirmationsubjectfound__ln,0.0,"Indicates if LexisNexis is able to identify and confirm the subject based on identity elements (name, address, phone, and SSN records) on file"
confirmationinputname__ln,0.0,Indicates input subject's name is confirmed by records on file
confirmationinputdob__ln,0.0,Indicates input date of birth (DOB) is confirmed by records on file
confirmationinputssn__ln,0.0,Indicates input Social Security Number (SSN) is confirmed by records on file
confirmationinputaddress__ln,0.0,Indicates input address is confirmed by records on file
sourcenonderogprofileindex__ln,0.0,"Index summarizing the number and nature of the non-derogatory sources reporting the depth and breadth of the subject's reporting history, excluding property and derogatory court records"
sourcenonderogcount__ln,0.0,Total non-derogatory source types on file for subject
sourcenonderogcount03month__ln,0.0,Total non-derogatory source types on file for subject reported within the last three months
subjectssncount__ln,0.0,Total number of unique SSNs on file for subject
bc32s__tu,0.0,Maximum balance owed on open credit card trades verified in past 12 months
bc33s__tu,0.0,Total balance of open credit card trades verified in past 12 months
bc34s__tu,0.0,Utilization for open credit card trades verified in past 12 months
bc35s__tu,0.0,Average balance of open credit card trades verified in past 12 months
bc36s__tu,0.0,Months since most recent credit card delinquency
bc57s__tu,0.0,Total past due amount of open credit card trades verified in past 12 months
bc97a__tu,0.0,Total open to buy of open credit cards verified in past 3 months
bc97b__tu,0.0,Total open to buy of closed credit cards verified in past 3 months
addrcurrentownershipindex__ln,0.0,"Index indicating subject's ownership level at the current address on subject's file, based on the address property record"
bc101s__tu,0.0,Total balance of all credit card trades verified in past 12 months
bc102s__tu,0.0,Average credit line of open credit card trades verified in past 12 months
bc103s__tu,0.0,Average balance of all credit card trades with balance > $0 verified in past 12 months
bc104s__tu,0.0,Average of the open credit card trade utilizations verified in past 12 months
bc106s__tu,0.0,Number of credit card trades 30 or more days past due in past 24 months
bc107s__tu,0.0,Number of 30 and 60 days past due ratings on credit card trades
bc108s__tu,0.0,Number of 90 or more days past due ratings on credit card trades
bc109s__tu,0.0,Number of credit card trades with past due amount > $100 verified in past 12 months
bc98a__tu,0.0,Total open to buy of open credit cards verified in past 12 months
au33s__tu,0.0,Total balance of open auto trades verified in past 12 months
au34s__tu,0.0,Utilization for open auto trades verified in past 12 months
au35s__tu,0.0,Average balance of open auto trades verified in past 12 months
au36s__tu,0.0,Months since most recent auto delinquency
au51a__tu,0.0,Terms in months of most recent auto trade
au57s__tu,0.0,Total past due amount of open auto trades verified in past 12 months
bc01s__tu,0.0,Number of credit card trades
bc02s__tu,0.0,Number of open credit card trades
bc31s__tu,0.0,Percentage of open credit card trades > 75% of credit line verified in past 12 months
bc06s__tu,0.0,Number of credit card trades opened in past 6 months
bc09s__tu,0.0,Number of credit card trades opened in past 24 months
bc12s__tu,0.0,Number of open credit card trades verified in past 12 months
bc21s__tu,0.0,Months since most recent credit card trade opened
bc24s__tu,0.0,Number of currently open and satisfactory credit card trades 6 months or older
bc25s__tu,0.0,Number of currently open and satisfactory credit card trades 12 months or older
bc27s__tu,0.0,Number of currently open and satisfactory credit card trades 24 months or older
bc28s__tu,0.0,Total credit line of open credit card trades verified in past 12 months
bc30s__tu,0.0,Percentage of open credit card trades > 50% of credit line verified in past 12 months
bc03s__tu,0.0,Number of currently satisfactory open credit card trades
br01s__tu,0.0,Number of bank revolving trades
br02s__tu,0.0,Number of open bank revolving trades
br03s__tu,0.0,Number of currently satisfactory open bank revolving trades
br06s__tu,0.0,Number of bank revolving trades opened in past 6 months
br09s__tu,0.0,Number of bank revolving trades opened in past 24 months
br12s__tu,0.0,Number of open bank revolving trades verified in past 12 months
br20s__tu,0.0,Months since oldest bank revolving trade opened
br21s__tu,0.0,Months since most recent bank revolving trade opened
bc110s__tu,0.0,Total past due amount of all credit card trades verified in past 12 months
br25s__tu,0.0,Number of currently open and satisfactory bank revolving trades 12 months or older
br27s__tu,0.0,Number of currently open and satisfactory bank revolving trades 24 months or older
br29s__tu,0.0,Number of open bank revolving trades with balance > $0 verified in past 12 months
br30s__tu,0.0,Percentage of open bank revolving trades > 50% of credit line verified in past 12 months
br31s__tu,0.0,Percentage of open bank revolving trades > 75% of credit line verified in past 12 months
br32s__tu,0.0,Maximum balance owed on open bank revolving trades verified in past 12 months
br34s__tu,0.0,Utilization for open bank revolving trades verified in past 12 months
br35s__tu,0.0,Average balance of open bank revolving trades verified in past 12 months
br24s__tu,0.0,Number of currently open and satisfactory bank revolving trades 6 months or older
bi01s__tu,0.0,Number of bank installment trades
bi02s__tu,0.0,Number of open bank installment trades
bi03s__tu,0.0,Number of currently satisfactory open bank installment trades
bi06s__tu,0.0,Number of bank installment trades opened in past 6 months
bi12s__tu,0.0,Number of open bank installment trades verified in past 12 months
bi20s__tu,0.0,Months since oldest bank installment trade opened
bi21s__tu,0.0,Months since most recent bank installment trade opened
bi24s__tu,0.0,Number of currently open and satisfactory bank installment trades 6 months or older
bi101s__tu,0.0,Total balance of all bank installment trades verified in past 12 months
bi27s__tu,0.0,Number of currently open and satisfactory bank installment trades 24 months or older
bi28s__tu,0.0,Total credit line of open bank installment trades verified in past 12 months
bi29s__tu,0.0,Number of open bank installment trades with balance > $0 verified in past 12 months
bi31s__tu,0.0,Percentage of open bank installment trades > 75% of credit line verified in past 12 months
bi32s__tu,0.0,Maximum balance owed on open bank installment trades verified in past 12 months
bi33s__tu,0.0,Total balance of open bank installment trades verified in past 12 months
bi34s__tu,0.0,Utilization for open bank installment trades verified in past 12 months
bi35s__tu,0.0,Average balance of open bank installment trades verified in past 12 months
bi57s__tu,0.0,Total past due amount of open bank installment trades verified in past 12 months
bi25s__tu,0.0,Number of currently open and satisfactory bank installment trades 12 months or older
addrstabilityindex__ln,0.0,Address stability index indicating how often subject has changed addresses based on the address history on subject's file
addrchangecount03month__ln,0.0,Number of addresses first seen in last three months on subject's file
addrchangecount06month__ln,0.0,Number of addresses first seen in last six months on subject's file
addrchangecount12month__ln,0.0,Number of addresses first seen in last 12 months on subject's file
addrchangecount24month__ln,0.0,Number of addresses first seen in last 24 months on subject's file
addrlastmovetaxratiodiff__ln,0.0,"Ratio comparing the difference in tax assessed value between the current address and the previous address (current address value divided by the previous address value if both are known) on subject's file, if the move occurred within the last five years"
addrlastmoveecontrajectory__ln,0.0,"Describes the value and home ownership status of the subject’s previous and current addresses in order to determine whether the subject’s most recent residential move (if the move occurred in the past five years) was to a similar property or a more upscale or downscale property. 
Note: Seniors (age 62 plus) who have moved default to the most positive level to prevent adverse action based on downsizing of empty nesters and retirees."
phoneinputproblems__ln,0.0,Indicates problems associated with the input phone based on information on file
au32s__tu,0.0,Maximum balance owed on open auto trades verified in past 12 months
phoneinputmobile__ln,0.0,
alertregulatorycondition__ln,0.0,"Indicates subject has an alert on their file that is associated with state or federal regulations, consumer identity conditions, or bankruptcies on file"
linkt001__tu,0.0,Number of non-military addresses in last 7 years
linkt003__tu,0.0,Number of non-military non-corroborated addresses in past 12 months
linkt006__tu,0.0,Number of derogatory public records
linkt007__tu,0.0,Months since most recent derogatory public record
linkt008__tu,0.0,Number of public record bankruptcies in the last 24 months
linkt009__tu,0.0,Number of tradeline bankruptcies
phoneinputsubjectcount__ln,0.0,Total number of unique subjects on file currently reported with the input phone
addrcurrentphoneservice__ln,0.0,Indicates if phone service was found at current address on subject's file
addrcurrentdwelltypeindex__ln,0.0,Index indicating the dwelling type for current address on subject's file
addrcurrenttimelastsale__ln,0.0,Time (in months) since the last recorded property sale for the current address on the subject's file
addrcurrentlastsalesprice__ln,0.0,Indicates the last recorded sale price for the current address on subject's file
addrcurrenttaxvalue__ln,0.0,Indicates the most recent tax assessed value for the current address on subject's file
addrcurrenttaxyr__ln,0.0,Indicates year of most recent tax assessment for the current address on subject's file
addrcurrenttaxmarketvalue__ln,0.0,Indicates tax assessed market value for the current address on subject's file
addrcurrentavmvalue__ln,0.0,Indicates the estimated market value based on LexisNexis Automated Valuation Model (AVM) electronic property appraisal technology for the current address on subject's file
addrpreviouscorrectional__ln,0.0,Indicates previous address on subject's file is associated with a correctional institution
addrcurrentavmratio12monthprior__ln,0.0,"Ratio comparison for the current address on subject's file, indicating the difference in AVM values between the most recent AVM value and the value 12 months prior to the most recent value"
addrcurrentavmvalue60month__ln,0.0,Indicates AVM value 60 months ago for the current address on subject's file
addrcurrentcountyratio__ln,0.0,Ratio comparison of property value to county median property value for the current address on subject's file
addrcurrenttractratio__ln,0.0,Ratio comparison of property value to tract median property value for the current address on subject's file
addrcurrentblockratio__ln,0.0,Ratio comparison of property value to block median property value for the current address on subject's file
addrcurrentcorrectional__ln,0.0,Indicates current address on subject's file is associated with a correctional institution
addrprevioussubjectowned__ln,0.0,
addrpreviousownershipindex__ln,0.0,Index indicating subject's ownership level at the most previous address based on the property record on subject's file
addrpreviousdwelltypeindex__ln,0.0,Index indicating the dwelling type for the most previous address on the subject's file
addrcurrentavmvalue12month__ln,0.0,Indicates AVM value 12 months ago for the current address on subject's file
at35a__tu,0.0,Average balance of open trades verified in past 12 months
at35b__tu,0.0,Average balance of open trades verified in past 12 months (excluding mortgage and home equity)
at36s__tu,0.0,Months since most recent delinquency
at57s__tu,0.0,Total past due amount of open trades verified in past 12 months
at101s__tu,0.0,Total balance of all trades verified in past 12 months
at101b__tu,0.0,Total balance of all trades verified in past 12 months (excluding mortgage and home equity)
at103s__tu,0.0,Percentage of satisfactory open trades to all open trades verified in 24 months
au01s__tu,0.0,Number of auto trades
linkt010__tu,0.0,Number of public record bankruptcies 
au03s__tu,0.0,Number of currently satisfactory open auto trades
au06s__tu,0.0,Number of auto trades opened in past 6 months
au09s__tu,0.0,Number of auto trades opened in past 24 months
au24s__tu,0.0,Number of currently open and satisfactory auto trades 6 months or older
au25s__tu,0.0,Number of currently open and satisfactory auto trades 12 months or older
au27s__tu,0.0,Number of currently open and satisfactory auto trades 24 months or older
au29s__tu,0.0,Number of open auto trades with balance > $0 verified in past 12 months
au30s__tu,0.0,Percentage of open auto trades > 50% of credit line verified in past 12 months
au31s__tu,0.0,Percentage of open auto trades > 75% of credit line verified in past 12 months
au02s__tu,0.0,Number of open auto trades
linkt011__tu,0.0,Number of foreclosure trades
at01s__tu,0.0,Number of trades
at02s__tu,0.0,Number of open trades
at03s__tu,0.0,Number of open trades currently satisfactory
at06s__tu,0.0,Number of trades opened in past 6 months
at09s__tu,0.0,Number of trades opened in past 24 months
at12s__tu,0.0,Number of open trades verified in past 12 months
at20s__tu,0.0,Months since oldest trade opened
at34b__tu,0.0,Utilization for open trades verified in past 12 months (excluding mortgage and home equity)
at24s__tu,0.0,Number of currently open and satisfactory trades 6 months or older
at25s__tu,0.0,Number of currently open and satisfactory trades 12 months or older
at27s__tu,0.0,Number of currently open and satisfactory trades 24 months or older
at28b__tu,0.0,Total credit line of open trades verified in past 12 months (excluding mortgage and home equity)
at29s__tu,0.0,Number of open trades with balance > $0 verified in past 12 months
at30s__tu,0.0,Percentage of open trades > 50% of credit line verified in past 12 months
at31s__tu,0.0,Percentage of open trades > 75% of credit line verified in past 12 months
at32s__tu,0.0,Maximum balance owed on open trades verified in past 12 months
at33b__tu,0.0,Total balance of open trades verified in past 12 months (excluding mortgage and home equity)
at21s__tu,0.0,Months since most recent trade opened
bkc232__tu,0.0,
bkc233__tu,0.0,
bkc234__tu,0.0,
bkc235__tu,0.0,
bkc252__tu,0.0,
bkc253__tu,0.0,
bkc254__tu,0.0,
bkc255__tu,0.0,
pb09s__tu,0.0,Number of premium credit card trades opened in past 24 months
ret232__tu,0.0,Aggregate Excess Payment for Retail accounts over the past 3 months
ret233__tu,0.0,Aggregate Excess Payment for Retail accounts over the past 6 months
ret234__tu,0.0,Aggregate Excess Payment for Retail accounts over the past 12 months
ret235__tu,0.0,Aggregate Excess Payment for Retail accounts over the past 24 months
ret252__tu,0.0,Average Aggregate Excess Payment for Retail accounts over the past 3 months
ret253__tu,0.0,Average Aggregate Excess Payment for Retail accounts over the past 6 months
ret254__tu,0.0,Average Aggregate Excess Payment for Retail accounts over the past 12 months
ret255__tu,0.0,Average Aggregate Excess Payment for Retail accounts over the past 24 months
ret231__tu,0.0,Aggregate Excess Payment for Retail accounts over the past 1 month
all231__tu,0.0,Aggregate Excess Payment for All accounts over the past 1 month
all232__tu,0.0,Aggregate Excess Payment for All accounts over the past 3 months
all233__tu,0.0,Aggregate Excess Payment for All accounts over the past 6 months
all234__tu,0.0,Aggregate Excess Payment for All accounts over the past 12 months
all235__tu,0.0,Aggregate Excess Payment for All accounts over the past 24 months
all252__tu,0.0,Average Aggregate Excess Payment for All accounts over the past 3 months
all253__tu,0.0,Average Aggregate Excess Payment for All accounts over the past 6 months
all254__tu,0.0,Average Aggregate Excess Payment for All accounts over the past 12 months
bkc231__tu,0.0,
rev231__tu,0.0,Aggregate Excess Payment for Revolving accounts over the past 1 month
rev232__tu,0.0,Aggregate Excess Payment for Revolving accounts over the past 3 months
rev233__tu,0.0,Aggregate Excess Payment for Revolving accounts over the past 6 months
rev234__tu,0.0,Aggregate Excess Payment for Revolving accounts over the past 12 months
rev235__tu,0.0,Aggregate Excess Payment for Revolving accounts over the past 24 months
rev252__tu,0.0,Average Aggregate Excess Payment for Revolving accounts over the past 3 months
rev253__tu,0.0,Average Aggregate Excess Payment for Revolving accounts over the past 6 months
rev254__tu,0.0,Average Aggregate Excess Payment for Revolving accounts over the past 12 months
rev255__tu,0.0,Average Aggregate Excess Payment for Revolving accounts over the past 24 months
all255__tu,0.0,Average Aggregate Excess Payment for All accounts over the past 24 months
per234__tu,0.0,Aggregate Excess Payment for Personal Loan accounts over the past 12 months
per235__tu,0.0,Aggregate Excess Payment for Personal Loan accounts over the past 24 months
per252__tu,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 3 months
per253__tu,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 6 months
per254__tu,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 12 months
per255__tu,0.0,Average Aggregate Excess Payment for Personal Loan accounts over the past 24 months
rev201__tu,0.0,Total Payment Ratio for Revolving accounts over the past 1 month
rev202__tu,0.0,Total Payment Ratio for Revolving accounts over the past 3 months
aut231__tu,0.0,Aggregate Excess Payment for Auto accounts over the past 1 month
rev205__tu,0.0,Total Payment Ratio for Revolving accounts over the past 24 months
rev222__tu,0.0,Average total Payment Ratio for Revolving accounts over the past 3 months
rev223__tu,0.0,Average total Payment Ratio for Revolving accounts over the past 6 months
rev225__tu,0.0,Average total Payment Ratio for Revolving accounts over the past 24 months
bkc201__tu,0.0,
bkc202__tu,0.0,
bkc203__tu,0.0,
bkc204__tu,0.0,
rev204__tu,0.0,Total Payment Ratio for Revolving accounts over the past 12 months
aut232__tu,0.0,Aggregate Excess Payment for Auto accounts over the past 3 months
aut233__tu,0.0,Aggregate Excess Payment for Auto accounts over the past 6 months
aut234__tu,0.0,Aggregate Excess Payment for Auto accounts over the past 12 months
aut235__tu,0.0,Aggregate Excess Payment for Auto accounts over the past 24 months
aut252__tu,0.0,Average Aggregate Excess Payment for Auto accounts over the past 3 months
aut253__tu,0.0,Average Aggregate Excess Payment for Auto accounts over the past 6 months
aut254__tu,0.0,Average Aggregate Excess Payment for Auto accounts over the past 12 months
aut255__tu,0.0,Average Aggregate Excess Payment for Auto accounts over the past 24 months
per233__tu,0.0,Aggregate Excess Payment for Personal Loan accounts over the past 6 months
std232__tu,0.0,Aggregate Excess Payment for Student Loan accounts over the past 3 months
std233__tu,0.0,Aggregate Excess Payment for Student Loan accounts over the past 6 months
std234__tu,0.0,Aggregate Excess Payment for Student Loan accounts over the past 12 months
std235__tu,0.0,Aggregate Excess Payment for Student Loan accounts over the past 24 months
std252__tu,0.0,Average Aggregate Excess Payment for Student Loan accounts over the past 3 months
std253__tu,0.0,Average Aggregate Excess Payment for Student Loan accounts over the past 6 months
std254__tu,0.0,Average Aggregate Excess Payment for Student Loan accounts over the past 12 months
std255__tu,0.0,Average Aggregate Excess Payment for Student Loan accounts over the past 24 months
per231__tu,0.0,Aggregate Excess Payment for Personal Loan accounts over the past 1 month
std231__tu,0.0,Aggregate Excess Payment for Student Loan accounts over the past 1 month
aggs118__tu,0.0,Aggregate Spend for Month M = 18
aggs119__tu,0.0,Aggregate Spend for Month M = 19
aggs120__tu,0.0,Aggregate Spend for Month M = 20
aggs121__tu,0.0,Aggregate Spend for Month M = 21
aggs122__tu,0.0,Aggregate Spend for Month M = 22
aggs123__tu,0.0,Aggregate Spend for Month M = 23
aggs124__tu,0.0,Aggregate Spend for Month M = 24
aggs901__tu,0.0,Aggregate Monthly Spend over last 3 Month
ret328__tu,0.0,Average Total Open-to-Buy for Retail accounts over the past 24 months
aggs903__tu,0.0,Aggregate Monthly Spend over last 12 Months
aggs904__tu,0.0,Max Aggregate Monthly Spend over last 12 Months
aggs905__tu,0.0,Months since max. monthly spend over last 12 months
indexq1__tu,0.0,Q1 (Jan - March) spend indexed to annual spend
indexq2__tu,0.0,Q2 (Apr - Jun) spend indexed to annual spend
indexq3__tu,0.0,Q3 (Jul - Sep) spend indexed to annual spend
indexq4__tu,0.0,Q4 (Oct - Dec) spend indexed to annual spend
walshrs1__tu,0.0,Spend on current dominant bankcard relative to total spend over the past month
aggs902__tu,0.0,Aggregate Monthly Spend over last 6 Months
cv25__tu,0.0,Percent of trades from inactive to active status in the past 12 months
