feature,dtype,propna,min,max,range,std,mean,median,mode,n_unique,prop_unique,prop_negative,prop_min,prop_max,prop_zero,mean_target_25,mean_target_50,mean_target_75,description,auto_flag
rets102__tu,float64,0.003486936,-6,89793,89799,397.9856353,36.72492766,-1,-2,5179,0.002473998,0.792215243,0.047061369,4.78E-07,0.053453923,0.317506041,0.338488497,0.338488497,Aggregate Retail Spend for Month M = 02,0
rets101__tu,float64,0.003486936,-6,163188,163194,403.8516473,36.37519209,-1,-1,5107,0.002439603,0.790192192,0.047061369,4.78E-07,0.052992467,0.3170802,0.338317111,0.338317111,Aggregate Retail Spend for Month M = 01,0
hrap02__tu,float64,0.003486936,-4,1401735,1401739,1057.43113,0.877522544,-1,-1,913,0.000436138,0.997590969,0.047015988,4.78E-07,0.00023646,0.32094305,0.32094305,0.32094305,Total scheduled monthly payment for open home equity line of credit trades verified in past 12 months,0
reap02__tu,float64,0.003486936,-4,1402059,1402063,1057.938084,0.418649233,-3,-3,1676,0.000800622,0.997246549,0.047015988,4.78E-07,0.000233594,0.303816668,0.303816668,0.303816668,Total scheduled monthly payment for all revolving and open heloc trades verified in past 12 months,0
g199b__tu,float64,0.003486936,-5,1402840,1402845,2277.217611,544.0957001,295,-5,11416,0.0054534,0.209139986,0.107176313,4.78E-07,0.059625303,0.340387753,0.335773864,0.335059019,Total monthly obligation for contractually liable accounts verified in past 12 months and current balance > 0,0
g205b__tu,float64,0.003486936,-5,501902,501907,1505.333437,341.906248,91,-5,9383,0.00448224,0.285301282,0.14208218,4.78E-07,0.07210564,0.317702106,0.329024829,0.32804285,Total monthly obligation for individual account verified in past 12 months and with a current balance > 0,0
g206b__tu,float64,0.003486936,-5,1401735,1401740,1637.355812,189.4417698,-1,-1,5649,0.002698516,0.71567991,0.068346157,4.78E-07,0.015182196,0.303299417,0.32959214,0.329793582,Total monthly obligation for joint account verified in past 12 months and with a current balance > 0  (ATTR14),0
g207b__tu,float64,0.003486936,-5,5390463,5390468,4582.134706,628.5754101,331,-5,14377,0.006867863,0.184889172,0.137873184,4.78E-07,0.055858655,0.33810051,0.334983599,0.334622947,Total monthly obligation for all accounts with a current balance > 0 (ATTR16),0
rt32s__tu,float64,0.003486936,-5,178870,178875,864.8708809,229.329475,-1,-1,9954,0.004755005,0.777712333,1.43E-06,4.78E-07,0.039062795,0.321300036,0.338531807,0.338531807,Maximum balance owed on open retail trades verified in past 12 months,0
rt28s__tu,float64,0.003486936,-5,202600,202605,2558.56854,675.2209172,-1,-1,16388,0.007828514,0.777805007,9.41E-05,4.78E-07,0.000102227,0.321298354,0.338528936,0.338528936,Total credit line of open retail trades verified in past 12 months,0
rt33s__tu,float64,0.003486936,-5,178870,178875,1336.501029,327.306619,-1,-1,14524,0.006938085,0.777712333,1.43E-06,4.78E-07,0.039062795,0.321300036,0.338531807,0.338531807,Total balance of open retail trades verified in past 12 months,0
rt57s__tu,float64,0.003486936,-5,38211,38216,94.86599817,6.515618096,-1,-1,2222,0.001061445,0.777771568,6.07E-05,4.78E-07,0.188832091,0.321298973,0.338529978,0.338529978,Total past due amount of open retail trades verified in past 12 months,0
rt101s__tu,float64,0.003486936,-5,178870,178875,1706.848635,520.9980371,-1,-1,16856,0.008052077,0.571326754,0.000125635,4.78E-07,0.163579544,0.355994983,0.355994983,0.334412189,Total balance of all retail trades verified in past 12 months,0
rt201s__tu,float64,0.003486936,-5,178870,178875,1092.334016,384.4611266,0,-1,11240,0.005369325,0.424430811,0.00191318,4.78E-07,0.280064279,0.360258731,0.334564485,0.332464752,Highest balance of retail trades,0
s064a__tu,float64,0.003486936,-4,12303821,12303825,27196.97071,3148.265275,1247,-4,38868,0.018567164,0.216650831,0.216650831,4.78E-07,0.000115603,0.25597824,0.282979408,0.303204949,Total placement amount of third party collections,0
s064b__tu,float64,0.003486936,-5,12303821,12303826,26774.30713,1894.555122,518,-4,28828,0.013771077,0.346280859,4.78E-07,4.78E-07,0.000117036,0.259725891,0.27562499,0.300910278,Total placement amount of non-medical third party collections,0
rp07s__tu,float64,0.003486936,-5,368653,368658,3376.718504,622.235465,-1,-1,24743,0.01181968,0.933638678,0.001409687,4.78E-07,0.007008307,0.31488078,0.31488078,0.31488078,Total balance of repossession trades in past 24 months,0
rp06s__tu,float64,0.003486936,-5,353880,353885,2663.412879,371.6975322,-1,-1,21227,0.010140094,0.962966466,0.000731356,4.78E-07,0.003521589,0.317434648,0.317434648,0.317434648,Total balance of repossession trades in past 12 months,0
pb101s__tu,float64,0.003486936,-5,318938,318943,2752.666981,273.9989118,-1,-1,20479,0.009782776,0.974348575,3.11E-05,4.78E-07,0.007544761,0.324280094,0.324280094,0.324280094,Total balance of all premium credit card trades verified in past 12 months,0
re28s__tu,float64,0.003486936,-5,1922801,1922806,8560.7513,1914.034754,-1,-3,22542,0.010768267,0.613797446,0.000110348,4.78E-07,0.000102227,0.335702832,0.349437741,0.344899646,Total credit line of open revolving trades verified in past 12 months,0
re32s__tu,float64,0.003486936,-5,1399658,1399663,4406.723171,701.2278041,-1,-3,21423,0.010233723,0.613689964,2.87E-06,4.78E-07,0.032071208,0.335718008,0.349449124,0.341012848,Maximum balance owed on open revolving trades verified in past 12 months,0
re33s__tu,float64,0.003486936,-5,1400126,1400131,6026.232423,1203.633499,-1,-3,34084,0.016281857,0.613689964,2.87E-06,4.78E-07,0.032071208,0.335718008,0.349449124,0.34107338,Total balance of open revolving trades verified in past 12 months,0
re57s__tu,float64,0.003486936,-5,1399658,1399663,1181.998208,18.72376399,-1,0,2644,0.001263033,0.613755408,6.83E-05,4.78E-07,0.317296535,0.335733803,0.349457005,0.321307065,Total past due amount of open revolving trades verified in past 12 months,0
re101s__tu,float64,0.003486936,-5,1408961,1408966,8091.665647,2056.170175,0,-1,42795,0.020443084,0.381396913,0.000149997,4.78E-07,0.120162532,0.368001994,0.346926666,0.342181858,Total balance of all revolving trades verified in past 12 months,0
rp05s__tu,float64,0.003486936,-5,430478,430483,4597.786404,1153.304481,-1,-1,29484,0.014084446,0.865239019,0.002601065,1.91E-06,0.020165064,0.310486908,0.310486908,0.310486908,Total balance of repossession trades,0
inap01__tu,float64,0.003486936,-4,419626,419630,625.1686823,261.6256482,72,-3,4263,0.002036426,0.39880757,0.047015988,4.78E-07,0.066887268,0.327969226,0.332486178,0.328707335,Total scheduled monthly payment for open installment trades verified in past 12 months,0
reap01__tu,float64,0.003486936,-4,1402059,1402063,1294.659864,73.22641498,0,-1,3450,0.001648058,0.381246916,0.047015988,4.78E-07,0.124860214,0.368086637,0.34613123,0.341279242,Total scheduled monthly payment for all revolving trades verified in past 12 months,0
s063s__tu,float64,0.003486936,-5,8057079,8057084,10614.1302,239.3377258,-4,-4,14058,0.006715478,0.956737285,0.10288563,4.78E-07,0.000256524,0.325808811,0.325808811,0.32024188,Total public record amount reported in past 12 months,0
s063a__tu,float64,0.003486936,-5,11743515,11743520,27194.60158,1797.943332,-4,-4,38537,0.018409046,0.799360171,0.189769334,4.78E-07,0.000999822,0.32127057,0.32127057,0.32127057,Total public record amount,0
s204s__tu,float64,0.003486936,-5,653330,653335,5761.233534,2358.970536,746,-4,35015,0.016726594,0.261386767,4.39E-05,4.78E-07,0.043651561,0.253399247,0.275028463,0.299897393,Total balance of third party collections verified in past 12 months,0
s204a__tu,float64,0.003486936,-5,636229,636234,4313.939015,1476.299893,249,-4,27466,0.013120452,0.396302045,3.68E-05,1.43E-06,0.037955013,0.257542835,0.269751391,0.297942586,Total balance of non-medical third party collections verified in past 12 months,0
hrap01__tu,float64,0.003486936,-4,1401735,1401739,1064.521499,2.236609052,-1,-1,1479,0.000706515,0.993695342,0.047015988,4.78E-07,0.002239926,0.321567657,0.321567657,0.321567657,Total scheduled monthly payment for all home equity line of credit trades verified in past 12 months,0
hiap01__tu,float64,0.003486936,-4,103119,103123,151.9262741,1.309854957,-1,-1,1271,0.000607154,0.993598847,0.047015988,4.78E-07,0.000192035,0.321349844,0.321349844,0.321349844,Total scheduled monthly payment for open home equity loan trades verified in past 12 months,0
st28s__tu,float64,0.003486936,-5,1373938,1373943,21986.98741,7975.601136,-1,-1,98268,0.046942423,0.730283614,6.69E-06,9.55E-07,0.000102227,0.316459919,0.316459919,0.317386816,Total credit line of open student loan trades verified in past 12 months,0
st32s__tu,float64,0.003486936,-4,1231493,1231497,17316.71536,5063.156512,-1,-1,81111,0.038746559,0.730276926,0.047015988,9.55E-07,0.000105571,0.316461509,0.316461509,0.317016127,Maximum balance owed on open student loan trades verified in past 12 months,0
st33s__tu,float64,0.003486936,-4,1277066,1277070,25922.28444,9140.607092,-1,-1,111897,0.053452968,0.730276926,0.047015988,9.55E-07,0.000105571,0.316461509,0.316461509,0.316732121,Total balance of open student loan trades verified in past 12 months,0
st57s__tu,float64,0.003486936,-5,509041,509046,615.425678,55.4124191,-1,-1,7306,0.003490061,0.730402083,0.000125157,4.78E-07,0.229653769,0.316479878,0.316479878,0.319341412,Total past due amount of open student loan trades verified in past 12 months,0
st99s__tu,float64,0.003486936,-5,655107,655112,17235.19545,4568.07887,-1,-1,82266,0.0392983,0.722811463,0.119610313,4.78E-07,0.100585992,0.310543026,0.310543026,0.312821188,Total balance of all student loan trades ever delinquent,0
st101s__tu,float64,0.003486936,-5,1277066,1277071,27393.77364,10240.03655,-1,-1,116802,0.055796076,0.661712461,0.000150953,9.55E-07,0.032481072,0.313570279,0.313570279,0.315810559,Total balance of all student loan trades verified in past 12 months,0
atap01__tu,float64,0.003486936,-4,1402059,1402063,3620.642809,611.4447105,192,-3,16868,0.008057809,0.184168803,0.047015988,4.78E-07,0.087309333,0.344888748,0.34172939,0.33616512,Total scheduled monthly payment for all trades verified in past 12 months,0
per235__tu,float64,0.003486936,-6,1205818,1205824,1845.819607,180.9437453,-1,-1,14239,0.006801941,0.798357483,0.047015988,4.78E-07,0.10170285,0.322032478,0.322032478,0.322032478,Aggregate Excess Payment for Personal Loan accounts over the past 24 months,0
rle904__tu,float64,0.003486936,-6,1152597,1152603,9605.113974,438.8393564,-1,-1,9613,0.00459211,0.915508607,0.047015988,4.78E-07,0.053527011,0.32930742,0.32930742,0.32930742,Amount of over-payments on Real-Estate accounts in the past 6 months,0
rle906__tu,float64,0.003486936,-6,4716204,4716210,22355.52567,1896.680299,-1,-1,27302,0.01304211,0.899157962,0.047015988,4.78E-07,0.061127663,0.331255349,0.331255349,0.331255349,Amount of over-payments on Real-Estate accounts in the past 24 months,0
ret318__tu,float64,0.003486936,-6,149790,149796,2114.820285,546.6817872,-1,-1,20233,0.009665263,0.737500197,0.047015988,4.78E-07,0.000102227,0.322007976,0.342076985,0.342327498,Max Total Open-to-Buy for Retail accounts over the past 12 months,0
ret319__tu,float64,0.003486936,-6,149790,149796,2405.282829,701.0998456,-1,-1,21946,0.010483559,0.685469336,0.047015988,4.78E-07,0.000102227,0.32501179,0.34495865,0.343887864,Max Total Open-to-Buy for Retail accounts over the past 24 months,0
ret321__tu,float64,0.003486936,-6,999999999,1000000005,10110237.4,102533.1566,-1,-1,16454,0.007860042,0.769661212,0.047015988,0.000102227,0.037548492,0.317719904,0.339042371,0.339042371,Min Total Open-to-Buy for Retail accounts over the past 3 months,0
ret322__tu,float64,0.003486936,-6,999999999,1000000005,10110237.66,102505.8852,-1,-1,15636,0.007469285,0.753311522,0.047015988,0.000102227,0.053417141,0.31899729,0.340145799,0.340145799,Min Total Open-to-Buy for Retail accounts over the past 6 months,0
ret323__tu,float64,0.003486936,-6,999999999,1000000005,10110237.98,102471.8309,-1,-1,14356,0.006857832,0.723762082,0.047015988,0.000102227,0.077481653,0.32026956,0.341621433,0.339635319,Min Total Open-to-Buy for Retail accounts over the past 12 months,0
ret324__tu,float64,0.003486936,-6,999999999,1000000005,10110238.4,102428.0498,-1,-1,12190,0.005823138,0.673512078,0.047015988,0.000102227,0.114449742,0.322375518,0.344146301,0.340338697,Min Total Open-to-Buy for Retail accounts over the past 24 months,0
rle905__tu,float64,0.003486936,-6,2883075,2883081,14292.02185,895.3536236,-1,-1,16007,0.007646511,0.909462384,0.047015988,4.78E-07,0.05582856,0.329980293,0.329980293,0.329980293,Amount of over-payments on Real-Estate accounts in the past 12 months,0
ret316__tu,float64,0.003486936,-6,149790,149796,1750.060207,389.5801345,-1,-1,18066,0.008630091,0.787163109,0.047015988,4.78E-07,0.000102227,0.319051338,0.339264583,0.339264583,Max Total Open-to-Buy for Retail accounts over the past 3 months,0
ret317__tu,float64,0.003486936,-6,149790,149796,1892.977407,448.8794085,-1,-1,18858,0.009008428,0.768882564,0.047015988,4.78E-07,0.000102227,0.320475098,0.340473596,0.340473596,Max Total Open-to-Buy for Retail accounts over the past 6 months,0
rev232__tu,float64,0.003486936,-6,442052,442058,1360.346552,148.5195175,-1,-2,11089,0.005297193,0.651703256,0.047015988,4.78E-07,0.125493163,0.327948499,0.345990275,0.340053425,Aggregate Excess Payment for Revolving accounts over the past 3 months,0
rev231__tu,float64,0.003486936,-6,395691,395697,745.7040506,54.63473208,-1,-2,6550,0.003128922,0.703809116,0.047015988,9.55E-07,0.125476444,0.324642509,0.342400744,0.33590706,Aggregate Excess Payment for Revolving accounts over the past 1 month,0
rev233__tu,float64,0.003486936,-6,1628035,1628041,2461.967577,282.2614737,-1,-2,15767,0.007531864,0.620046213,0.047015988,4.78E-07,0.13698992,0.329333337,0.347795973,0.341913187,Aggregate Excess Payment for Revolving accounts over the past 6 months,0
rev234__tu,float64,0.003486936,-6,1993582,1993588,4049.020775,530.7576051,-1,-2,22862,0.010921131,0.577669149,0.047015988,4.78E-07,0.161478628,0.330429392,0.349821422,0.342527184,Aggregate Excess Payment for Revolving accounts over the past 12 months,0
rev235__tu,float64,0.003486936,-6,2610779,2610785,6664.189175,986.6933514,-1,-2,32833,0.015684257,0.517402298,0.047015988,4.78E-07,0.196637675,0.331509316,0.352692602,0.343299512,Aggregate Excess Payment for Revolving accounts over the past 24 months,0
ret231__tu,float64,0.003486936,-6,31817,31823,133.0209906,9.974285997,-1,-2,2986,0.001426406,0.830339361,0.047015988,4.78E-07,0.088784942,0.309820458,0.333157098,0.333157098,Aggregate Excess Payment for Retail accounts over the past 1 month,0
ret232__tu,float64,0.003486936,-6,38506,38512,252.7232883,28.87543883,-1,-2,4720,0.002254734,0.798055101,0.047015988,4.78E-07,0.089707854,0.312374938,0.335453695,0.335453695,Aggregate Excess Payment for Retail accounts over the past 3 months,0
ret233__tu,float64,0.003486936,-6,47570,47576,413.9040045,56.04102183,-1,-1,6483,0.003096916,0.778888426,0.047015988,9.55E-07,0.093653639,0.314057025,0.336892764,0.336892764,Aggregate Excess Payment for Retail accounts over the past 6 months,0
ret234__tu,float64,0.003486936,-6,118608,118614,714.3993844,107.8173689,-1,-1,9245,0.004416318,0.750103302,0.047015988,4.78E-07,0.106466454,0.316198684,0.338838628,0.338838628,Aggregate Excess Payment for Retail accounts over the past 12 months,0
ret235__tu,float64,0.003486936,-6,238924,238930,1272.715885,205.765768,-1,-1,13312,0.006359115,0.703629024,0.047015988,4.78E-07,0.130728255,0.319671332,0.341953403,0.338215904,Aggregate Excess Payment for Retail accounts over the past 24 months,0
revs113__tu,float64,0.003486936,-6,614576,614582,756.9904646,96.24354379,-1,-2,7260,0.003468087,0.690978626,0.047061369,4.78E-07,0.057821994,0.33258982,0.348043797,0.342660981,Aggregate Revolving Spend for Month M = 13,0
revs101__tu,float64,0.003486936,-6,398671,398677,670.8176853,108.8875843,-1,-2,7289,0.00348194,0.635894798,0.047061369,9.55E-07,0.059157159,0.330724956,0.34817547,0.338900908,Aggregate Revolving Spend for Month M = 01,0
revs102__tu,float64,0.003486936,-6,532468,532474,756.2512023,108.9498718,-1,-2,7293,0.003483851,0.642575403,0.047061369,9.55E-07,0.057979634,0.331616733,0.348574508,0.339296746,Aggregate Revolving Spend for Month M = 02,0
revs103__tu,float64,0.003486936,-6,426324,426330,719.3415333,108.7661095,-1,-2,7359,0.003515379,0.648999008,0.047061369,9.55E-07,0.059096969,0.331960653,0.348631713,0.339812594,Aggregate Revolving Spend for Month M = 03,0
revs104__tu,float64,0.003486936,-6,251603,251609,616.6546572,104.1350046,-1,-2,7285,0.00348003,0.6552965,0.047061369,9.55E-07,0.058930253,0.332296237,0.34869221,0.340195571,Aggregate Revolving Spend for Month M = 04,0
revs105__tu,float64,0.003486936,-6,163498,163504,559.5434555,104.406724,-1,-2,7386,0.003528277,0.661208968,0.047061369,4.78E-07,0.057765625,0.332618976,0.348758847,0.340680758,Aggregate Revolving Spend for Month M = 05,0
revs106__tu,float64,0.003486936,-6,138762,138768,547.7906174,102.5338724,-1,-2,7290,0.003482418,0.666690074,0.047061369,4.78E-07,0.059780555,0.332796645,0.348744045,0.341305013,Aggregate Revolving Spend for Month M = 06,0
revs107__tu,float64,0.003486936,-6,202020408,202020414,139629.6991,196.0278302,-1,-2,7274,0.003474775,0.670986012,0.047061369,4.78E-07,0.059811605,0.332906971,0.348715386,0.341599257,Aggregate Revolving Spend for Month M = 07,0
revs108__tu,float64,0.003486936,-6,181172,181178,565.7617875,101.2085376,-1,-2,7245,0.003460922,0.674751705,0.047061369,4.78E-07,0.058405263,0.332607577,0.3484273,0.341647825,Aggregate Revolving Spend for Month M = 08,0
revs109__tu,float64,0.003486936,-6,256114,256120,577.3125447,102.2624778,-1,-2,7348,0.003510125,0.678647331,0.047061369,4.78E-07,0.059386454,0.332541952,0.348292557,0.34187578,Aggregate Revolving Spend for Month M = 09,0
revs110__tu,float64,0.003486936,-6,166250,166256,548.2506252,97.56669738,-1,-2,7290,0.003482418,0.682218124,0.047061369,4.78E-07,0.059368302,0.332589158,0.3482418,0.341744052,Aggregate Revolving Spend for Month M = 10,0
revs111__tu,float64,0.003486936,-6,288338,288344,632.9672312,98.77322388,-1,-2,7233,0.003455189,0.685288288,0.047061369,4.78E-07,0.058056543,0.332455942,0.348082065,0.342202313,Aggregate Revolving Spend for Month M = 11,0
revs112__tu,float64,0.003486936,-6,577581,577587,680.6746172,99.27012004,-1,-2,7318,0.003495794,0.688242372,0.047061369,4.78E-07,0.058090937,0.3324478,0.348009506,0.3422566,Aggregate Revolving Spend for Month M = 12,0
revs114__tu,float64,0.003486936,-6,537591,537597,633.1471501,96.13245848,-1,-2,7193,0.003436081,0.693687651,0.047061369,4.78E-07,0.056502114,0.332384117,0.347844261,0.342809312,Aggregate Revolving Spend for Month M = 14,0
revs904__tu,float64,0.003486936,-6,202020408,202020414,139636.9661,488.3153256,-1,-2,13667,0.006528698,0.557139124,0.047061369,4.78E-07,0.028075742,0.331159809,0.350901998,0.338770795,Max Aggregate Revolving Monthly Spend over last 12 Months,0
revs115__tu,float64,0.003486936,-6,248985,248991,565.2217887,96.66322724,-1,-2,7229,0.003453279,0.696242858,0.047061369,4.78E-07,0.057017072,0.332268801,0.347709359,0.34252759,Aggregate Revolving Spend for Month M = 15,0
revs116__tu,float64,0.003486936,-6,115462,115468,512.6798933,93.244589,-1,-2,7125,0.003403598,0.698335175,0.047061369,4.78E-07,0.056999398,0.332316834,0.347695701,0.34261259,Aggregate Revolving Spend for Month M = 16,0
revs117__tu,float64,0.003486936,-6,208756,208762,551.1436701,94.01339608,-1,-2,7124,0.00340312,0.701225247,0.047061369,4.78E-07,0.055501815,0.33225822,0.347592454,0.342514923,Aggregate Revolving Spend for Month M = 17,0
revs118__tu,float64,0.003486936,-6,142087,142093,520.3588781,93.81348331,-1,-2,7154,0.003417451,0.703962457,0.047061369,4.78E-07,0.056310557,0.332106996,0.347429794,0.342447386,Aggregate Revolving Spend for Month M = 18,0
revs119__tu,float64,0.003486936,-6,113644,113650,505.9476239,90.35728463,-1,-2,7050,0.003367771,0.705874682,0.047061369,4.78E-07,0.056091294,0.332181966,0.34743943,0.342331007,Aggregate Revolving Spend for Month M = 19,0
revs120__tu,float64,0.003486936,-6,196074,196080,542.101335,92.79895652,-1,-2,7086,0.003384968,0.708614757,0.047061369,4.78E-07,0.054641958,0.33213423,0.347347807,0.342363565,Aggregate Revolving Spend for Month M = 20,0
revs121__tu,float64,0.003486936,-6,346564,346570,582.7607563,94.46318406,-1,-2,7156,0.003418407,0.711510084,0.047061369,4.78E-07,0.054927144,0.332050822,0.347228787,0.342315912,Aggregate Revolving Spend for Month M = 21,0
revs122__tu,float64,0.003486936,-6,98513,98519,509.2914944,89.55860805,-1,-2,7053,0.003369204,0.713311006,0.047061369,4.78E-07,0.055443535,0.332129139,0.347244155,0.342253416,Aggregate Revolving Spend for Month M = 22,0
revs123__tu,float64,0.003486936,-6,365250,365256,585.6587039,90.24685758,-1,-2,7061,0.003373025,0.71590395,0.047061369,4.78E-07,0.054722689,0.332169178,0.347216903,0.342155294,Aggregate Revolving Spend for Month M = 23,0
revs124__tu,float64,0.003486936,-6,136599,136605,506.8120911,90.69995744,-1,-2,7060,0.003372548,0.718418075,0.047061369,4.78E-07,0.054393078,0.332118704,0.347129529,0.342090591,Aggregate Revolving Spend for Month M = 24,0
revs901__tu,float64,0.003486936,-6,1357463,1357469,1899.554387,329.1533291,-1,-2,13591,0.006492393,0.616514592,0.047061369,9.55E-07,0.033078195,0.331383303,0.349142837,0.339735522,Aggregate Revolving Monthly Spend over last 3 Months,0
revs902__tu,float64,0.003486936,-6,1609763,1609769,2925.365388,644.1278329,-1,-2,20644,0.009861597,0.596149372,0.047061369,9.55E-07,0.029110436,0.331603675,0.349886976,0.340190414,Aggregate Revolving Monthly Spend over last 6 Months,0
revs903__tu,float64,0.003486936,-6,202024978,202024984,139718.5331,1347.258571,-1,-2,31272,0.01493857,0.557139124,0.047061369,4.78E-07,0.028075742,0.331159809,0.350901998,0.341645807,Aggregate Revolving Monthly Spend over last 12 Months,0
rev316__tu,float64,0.003486936,-6,1870484,1870490,4475.565565,828.371916,-1,-2,30325,0.01448619,0.644167093,0.047015988,4.78E-07,0.000102227,0.334665033,0.350582359,0.345651435,Max Total Open-to-Buy for Revolving accounts over the past 3 months,0
rev317__tu,float64,0.003486936,-6,1876595,1876601,4847.53894,959.4519142,-1,-2,32080,0.01532455,0.614372594,0.047015988,4.78E-07,0.000102227,0.334927381,0.351520981,0.345598975,Max Total Open-to-Buy for Revolving accounts over the past 6 months,0
rev318__tu,float64,0.003486936,-6,2059090,2059096,5528.743138,1168.958053,-1,-2,34848,0.016646818,0.570946506,0.047015988,4.78E-07,0.000102227,0.334689522,0.352638545,0.346941973,Max Total Open-to-Buy for Revolving accounts over the past 12 months,0
rev319__tu,float64,0.003486936,-6,2902728,2902734,6528.584279,1489.461265,-1,-1,38334,0.018312073,0.504906675,0.047015988,4.78E-07,0.000102227,0.335311043,0.355332,0.348479686,Max Total Open-to-Buy for Revolving accounts over the past 24 months,0
rev321__tu,float64,0.003486936,-6,999999999,1000000005,10110234.9,102842.9775,-1,-2,27032,0.012913131,0.604172787,0.047015988,0.000102227,0.101840427,0.3312425,0.349482392,0.347331598,Min Total Open-to-Buy for Revolving accounts over the past 3 months,0
rev322__tu,float64,0.003486936,-6,999999999,1000000005,10110235.52,102773.1669,-1,-2,25503,0.012182731,0.583119205,0.047015988,0.000102227,0.136973201,0.331492374,0.350294834,0.347638549,Min Total Open-to-Buy for Revolving accounts over the past 6 months,0
rev323__tu,float64,0.003486936,-6,999999999,1000000005,10110236.19,102687.4742,-1,-2,23458,0.011205839,0.544963081,0.047015988,0.000102227,0.1855183,0.330920797,0.351274663,0.347138314,Min Total Open-to-Buy for Revolving accounts over the past 12 months,0
rev324__tu,float64,0.003486936,-6,999999999,1000000005,10110237.1,102583.466,0,0,20370,0.009730707,0.485168673,0.047015988,0.000102227,0.252637729,0.330388579,0.34684792,0.346057546,Min Total Open-to-Buy for Revolving accounts over the past 24 months,0
bkc316__tu,float64,0.003486936,-6,256761,256767,2910.573527,434.5912305,-1,-1,23046,0.011009027,0.727590353,0.047015988,4.78E-07,0.000102227,0.323723592,0.342444906,0.342458491,Max Total Open-to-Buy for Bankcard accounts over the past 3 months,0
bkc317__tu,float64,0.003486936,-6,283135,283141,3157.245253,517.167297,-1,-1,24646,0.011773344,0.699110001,0.047015988,4.78E-07,0.000102227,0.323513857,0.343096472,0.342164486,Max Total Open-to-Buy for Bankcard accounts over the past 6 months,0
bkc318__tu,float64,0.003486936,-6,330071,330077,3530.087698,647.0264229,-1,-1,26831,0.012817114,0.66031615,0.047015988,4.78E-07,0.000102227,0.322300058,0.343637505,0.341852887,Max Total Open-to-Buy for Bankcard accounts over the past 12 months,0
bkc319__tu,float64,0.003486936,-6,330071,330077,4030.970914,845.8183587,-1,-1,29713,0.014193839,0.602205149,0.047015988,4.78E-07,0.000102227,0.321044228,0.345126285,0.343197859,Max Total Open-to-Buy for Bankcard accounts over the past 24 months,0
bkc321__tu,float64,0.003486936,-6,999999999,1000000005,10110237.63,102528.8095,-1,-1,20204,0.009651409,0.684579385,0.047015988,0.000102227,0.113492435,0.320495298,0.341943227,0.341270706,Min Total Open-to-Buy for Bankcard accounts over the past 3 months,0
bkc322__tu,float64,0.003486936,-6,999999999,1000000005,10110237.98,102489.3356,-1,-1,18977,0.009065274,0.667455824,0.047015988,0.000102227,0.149106729,0.319920508,0.342201807,0.340051598,Min Total Open-to-Buy for Bankcard accounts over the past 6 months,0
bkc323__tu,float64,0.003486936,-6,999999999,1000000005,10110238.36,102446.5069,-1,-1,17254,0.008242201,0.634155022,0.047015988,0.000102227,0.196125583,0.318030869,0.342461863,0.338139575,Min Total Open-to-Buy for Bankcard accounts over the past 12 months,0
bkc324__tu,float64,0.003486936,-6,999999999,1000000005,10110238.76,102401.6066,-1,-1,15127,0.007226137,0.582104097,0.047015988,0.000102227,0.257863267,0.315417904,0.34350927,0.336202097,Min Total Open-to-Buy for Bankcard accounts over the past 24 months,0
std231__tu,float64,0.003486936,-6,412193,412199,977.1485166,16.8421213,-1,-1,3358,0.00160411,0.905349883,0.047015988,4.78E-07,0.083036325,0.339852183,0.320385599,0.320385599,Aggregate Excess Payment for Student Loan accounts over the past 1 month,0
std232__tu,float64,0.003486936,-6,409147,409153,1615.756874,47.10308531,-1,-1,6178,0.002951218,0.880827258,0.047015988,4.78E-07,0.097977284,0.341892164,0.320595477,0.320595477,Aggregate Excess Payment for Student Loan accounts over the past 3 months,0
std233__tu,float64,0.003486936,-6,437662,437668,2231.51675,88.49107875,-1,-1,9152,0.004371892,0.85715828,0.047015988,4.78E-07,0.11378622,0.341966881,0.320033639,0.320033639,Aggregate Excess Payment for Student Loan accounts over the past 6 months,0
std234__tu,float64,0.003486936,-6,487508,487514,2989.258081,154.3974748,-1,-1,12899,0.006161826,0.826535453,0.047015988,9.55E-07,0.135015117,0.341505306,0.319070052,0.319070052,Aggregate Excess Payment for Student Loan accounts over the past 12 months,0
std235__tu,float64,0.003486936,-6,1639311,1639317,4273.553485,288.1172648,-1,-1,18672,0.008919576,0.786769486,0.047015988,4.78E-07,0.160961759,0.318073081,0.318073081,0.318073081,Aggregate Excess Payment for Student Loan accounts over the past 24 months,0
all235__tu,float64,0.003486936,-6,169393856,169393862,120397.0176,4788.801652,0,0,74228,0.035458564,0.188497224,0.047015988,4.78E-07,0.46689386,0.34899685,0.34899685,0.342231552,Aggregate Excess Payment for All accounts over the past 24 months,0
per231__tu,float64,0.003486936,-6,60359,60365,211.5917277,7.120099954,-1,-1,3025,0.001445036,0.882160991,0.047015988,4.78E-07,0.090226157,0.305318314,0.319583341,0.319583341,Aggregate Excess Payment for Personal Loan accounts over the past 1 month,0
per232__tu,float64,0.003486936,-6,252207,252213,435.370757,23.34029053,-1,-1,5160,0.002464921,0.856384887,0.047015988,4.78E-07,0.096172541,0.305192209,0.319973471,0.319973471,Aggregate Excess Payment for Personal Loan accounts over the past 3 months,0
