feature,bin,min,max,count,prop,target,bin_label
au51a__tu_binned,-0.0960142416711551,1.0,27.0,9469,0.3784874890079143,0.5097687189777168,1
au51a__tu_binned,-0.0105066937080982,28.0,54.0,5041,0.2014949236549684,0.4883951596905376,2
au51a__tu_binned,0.0866016307494049,55.0,74.0,8249,0.3297225997281957,0.464177476057704,3
au51a__tu_binned,0.1107883645277579,75.0,312.0,2259,0.0902949876089215,0.4581673306772908,4
au57s__tu_binned,0.1249363073136807,0.0,49.0,6506,0.2600527620113518,0.4546572394712573,1
au57s__tu_binned,-0.0437535624330409,52.0,51980.0,18512,0.7399472379886481,0.4967048401037165,2
au101s__tu_binned,0.0701018482918223,0.0,8096.0,3752,0.1499720201454952,0.4682835820895522,1
au101s__tu_binned,-0.0123488084911699,8098.0,150193.0,21266,0.8500279798545047,0.488855450014107,2
bc01s__tu_binned,-0.0567879477982861,0.0,1.0,13657,0.5458869613878008,0.4999633887383759,1
bc01s__tu_binned,-0.0400895251468046,2.0,2.0,3562,0.1423774882084899,0.4957888826501965,2
bc01s__tu_binned,-0.0308056413476086,3.0,3.0,2373,0.0948517067711248,0.4934681837336704,3
bc01s__tu_binned,0.0534323910909262,4.0,4.0,1687,0.0674314493564633,0.4724362774155305,4
bc01s__tu_binned,0.1630936056878748,5.0,7.0,2455,0.0981293468702534,0.445213849287169,5
bc01s__tu_binned,0.3994223225595094,8.0,44.0,1284,0.0513230474058677,0.3878504672897196,6
bc02s__tu_binned,-0.0181664073837933,0.0,1.0,20277,0.8104964425613558,0.4903092173398432,1
bc02s__tu_binned,-0.0136063160815076,2.0,2.0,2216,0.0885762251179151,0.4891696750902527,2
bc02s__tu_binned,0.1585490159089349,3.0,18.0,2525,0.100927332320729,0.4463366336633663,3
bc03s__tu_binned,-0.0259633148398189,0.0,1.0,20989,0.8389559517147653,0.4922578493496593,1
bc03s__tu_binned,0.0355339015638421,2.0,2.0,1948,0.0778639379646654,0.4768993839835729,2
bc03s__tu_binned,0.2304673712657279,3.0,18.0,2081,0.0831801103205691,0.4286400768861124,3
bc06s__tu_binned,-0.0054799194984046,0.0,1.0,23560,0.9417219601886642,0.4871392190152801,1
bc06s__tu_binned,0.0887272716573026,2.0,8.0,1458,0.0582780398113358,0.4636488340192043,2
bc09s__tu_binned,-0.0011929411092304,0.0,3.0,23328,0.9324486369813734,0.486068244170096,1
bc09s__tu_binned,0.0164713320888067,4.0,16.0,1690,0.0675513630186265,0.4816568047337278,2
bc12s__tu_binned,-0.0173199768417391,0.0,2.0,22520,0.9001518906387401,0.4900976909413854,1
